Shape,Label,Condition,ShapeLoc,resp,rt,WeShape,TheyShape,AloneShape,SelfShape,corr,trialinBlock,Block,Handedness,First Language,Participant Number,Gender,Age,Training/Experiment,Outlier,Self/Other,Identity Label,Shapetype,Pronountype
Self,We,Mismatch,Bottom,n,1.033460115,CIRCLE,STAR,DIAMOND,TRIANGLE,1,13,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,Self,Mismatch,Bottom,n,0.766856195,CIRCLE,STAR,DIAMOND,TRIANGLE,1,14,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,m,0.966805187,CIRCLE,STAR,DIAMOND,TRIANGLE,1,15,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,n,0.766810399,CIRCLE,STAR,DIAMOND,TRIANGLE,1,16,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,0.700154681,CIRCLE,STAR,DIAMOND,TRIANGLE,1,17,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.733505833,CIRCLE,STAR,DIAMOND,TRIANGLE,1,18,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,m,1.050149312,CIRCLE,STAR,DIAMOND,TRIANGLE,1,19,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Top,n,0.866838587,CIRCLE,STAR,DIAMOND,TRIANGLE,1,20,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,m,0.600174263,CIRCLE,STAR,DIAMOND,TRIANGLE,1,21,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,m,0.783466827,CIRCLE,STAR,DIAMOND,TRIANGLE,1,22,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,m,0.616847667,CIRCLE,STAR,DIAMOND,TRIANGLE,1,23,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.700148759,CIRCLE,STAR,DIAMOND,TRIANGLE,1,24,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,m,0.600152549,CIRCLE,STAR,DIAMOND,TRIANGLE,1,25,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,n,1.16682998,CIRCLE,STAR,DIAMOND,TRIANGLE,1,26,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,n,0.783493673,CIRCLE,STAR,DIAMOND,TRIANGLE,1,27,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,n,0.900186186,CIRCLE,STAR,DIAMOND,TRIANGLE,1,28,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,m,0.700149549,CIRCLE,STAR,DIAMOND,TRIANGLE,1,29,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,n,0.883488699,CIRCLE,STAR,DIAMOND,TRIANGLE,1,30,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,n,0.716847036,CIRCLE,STAR,DIAMOND,TRIANGLE,1,31,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Top,m,0.833270692,CIRCLE,STAR,DIAMOND,TRIANGLE,1,32,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Top,m,1.183450482,CIRCLE,STAR,DIAMOND,TRIANGLE,0,33,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,0.91685959,CIRCLE,STAR,DIAMOND,TRIANGLE,1,34,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Top,m,0.966834797,CIRCLE,STAR,DIAMOND,TRIANGLE,0,35,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,n,0.750180422,CIRCLE,STAR,DIAMOND,TRIANGLE,1,36,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,n,0.866811346,CIRCLE,STAR,DIAMOND,TRIANGLE,1,37,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Top,n,0.683499437,CIRCLE,STAR,DIAMOND,TRIANGLE,1,38,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,n,0.750155155,CIRCLE,STAR,DIAMOND,TRIANGLE,1,39,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,1.033487356,CIRCLE,STAR,DIAMOND,TRIANGLE,1,40,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,They,Mismatch,Top,n,0.766821848,CIRCLE,STAR,DIAMOND,TRIANGLE,1,41,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.733470301,CIRCLE,STAR,DIAMOND,TRIANGLE,1,42,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Top,n,1.016821453,CIRCLE,STAR,DIAMOND,TRIANGLE,1,43,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,0.800157997,CIRCLE,STAR,DIAMOND,TRIANGLE,1,44,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Bottom,n,0.800189186,CIRCLE,STAR,DIAMOND,TRIANGLE,1,45,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,n,0.79997797,CIRCLE,STAR,DIAMOND,TRIANGLE,1,46,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.833491778,CIRCLE,STAR,DIAMOND,TRIANGLE,0,47,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,n,0.850159261,CIRCLE,STAR,DIAMOND,TRIANGLE,1,48,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,m,0.70013731,CIRCLE,STAR,DIAMOND,TRIANGLE,1,49,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,n,1.000169762,CIRCLE,STAR,DIAMOND,TRIANGLE,1,50,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,n,0.916901438,CIRCLE,STAR,DIAMOND,TRIANGLE,1,51,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,n,0.666837876,CIRCLE,STAR,DIAMOND,TRIANGLE,1,52,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,n,1.033505122,CIRCLE,STAR,DIAMOND,TRIANGLE,1,53,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,m,0.750159103,CIRCLE,STAR,DIAMOND,TRIANGLE,1,54,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Top,n,0.800143785,CIRCLE,STAR,DIAMOND,TRIANGLE,1,55,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Top,n,0.666751416,CIRCLE,STAR,DIAMOND,TRIANGLE,1,56,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,m,0.750171736,CIRCLE,STAR,DIAMOND,TRIANGLE,1,57,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.78347946,CIRCLE,STAR,DIAMOND,TRIANGLE,1,58,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,m,0.783479066,CIRCLE,STAR,DIAMOND,TRIANGLE,1,59,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,m,1.083492568,CIRCLE,STAR,DIAMOND,TRIANGLE,1,60,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,m,0.733535442,CIRCLE,STAR,DIAMOND,TRIANGLE,1,61,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Top,n,0.950199293,CIRCLE,STAR,DIAMOND,TRIANGLE,1,62,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.633476065,CIRCLE,STAR,DIAMOND,TRIANGLE,1,63,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.716929153,CIRCLE,STAR,DIAMOND,TRIANGLE,0,64,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.700115596,CIRCLE,STAR,DIAMOND,TRIANGLE,0,65,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,m,0.666855247,CIRCLE,STAR,DIAMOND,TRIANGLE,1,66,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.816836929,CIRCLE,STAR,DIAMOND,TRIANGLE,1,67,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.616847273,CIRCLE,STAR,DIAMOND,TRIANGLE,1,68,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,n,0.783464063,CIRCLE,STAR,DIAMOND,TRIANGLE,1,69,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,m,0.716814268,CIRCLE,STAR,DIAMOND,TRIANGLE,1,70,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,n,0.800180501,CIRCLE,STAR,DIAMOND,TRIANGLE,1,71,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.650177895,CIRCLE,STAR,DIAMOND,TRIANGLE,1,72,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.650210663,CIRCLE,STAR,DIAMOND,TRIANGLE,1,73,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,n,0.733516887,CIRCLE,STAR,DIAMOND,TRIANGLE,1,74,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,m,0.75015397,CIRCLE,STAR,DIAMOND,TRIANGLE,0,75,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.616863459,CIRCLE,STAR,DIAMOND,TRIANGLE,1,76,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,n,0.900169209,CIRCLE,STAR,DIAMOND,TRIANGLE,1,77,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.683524704,CIRCLE,STAR,DIAMOND,TRIANGLE,1,78,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Bottom,n,1.250129098,CIRCLE,STAR,DIAMOND,TRIANGLE,1,79,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Top,n,0.850164788,CIRCLE,STAR,DIAMOND,TRIANGLE,1,80,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Bottom,m,0.750159497,CIRCLE,STAR,DIAMOND,TRIANGLE,1,81,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.733487277,CIRCLE,STAR,DIAMOND,TRIANGLE,1,82,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,n,0.70015705,CIRCLE,STAR,DIAMOND,TRIANGLE,1,83,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,n,0.866820821,CIRCLE,STAR,DIAMOND,TRIANGLE,1,84,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,m,0.650201977,CIRCLE,STAR,DIAMOND,TRIANGLE,1,85,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,m,1.050142995,CIRCLE,STAR,DIAMOND,TRIANGLE,1,86,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Bottom,n,0.850187686,CIRCLE,STAR,DIAMOND,TRIANGLE,1,87,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,n,0.733484909,CIRCLE,STAR,DIAMOND,TRIANGLE,1,88,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,n,0.866836613,CIRCLE,STAR,DIAMOND,TRIANGLE,1,89,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,n,0.850140705,CIRCLE,STAR,DIAMOND,TRIANGLE,1,90,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Top,n,1.066797055,CIRCLE,STAR,DIAMOND,TRIANGLE,1,91,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,We,Mismatch,Bottom,n,0.900166051,CIRCLE,STAR,DIAMOND,TRIANGLE,1,92,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.750167788,CIRCLE,STAR,DIAMOND,TRIANGLE,1,93,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,m,0.650168815,CIRCLE,STAR,DIAMOND,TRIANGLE,1,94,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,m,0.63350449,CIRCLE,STAR,DIAMOND,TRIANGLE,1,95,1,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.783511834,CIRCLE,STAR,DIAMOND,TRIANGLE,0,96,1,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Top,n,1.400126966,CIRCLE,STAR,DIAMOND,TRIANGLE,1,1,2,r,Hungarian,20,Female,27,EXPERIMENT,1,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,n,0.650236719,CIRCLE,STAR,DIAMOND,TRIANGLE,1,2,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,We,Mismatch,Top,n,0.850194792,CIRCLE,STAR,DIAMOND,TRIANGLE,1,3,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,We,Mismatch,Bottom,n,0.816848773,CIRCLE,STAR,DIAMOND,TRIANGLE,1,4,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.516859353,CIRCLE,STAR,DIAMOND,TRIANGLE,1,5,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.533549734,CIRCLE,STAR,DIAMOND,TRIANGLE,1,6,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,n,0.68347417,CIRCLE,STAR,DIAMOND,TRIANGLE,1,7,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Top,n,1.166816952,CIRCLE,STAR,DIAMOND,TRIANGLE,1,8,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.683507333,CIRCLE,STAR,DIAMOND,TRIANGLE,1,9,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,n,0.70015705,CIRCLE,STAR,DIAMOND,TRIANGLE,1,10,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,n,0.73348254,CIRCLE,STAR,DIAMOND,TRIANGLE,1,11,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,m,0.816803766,CIRCLE,STAR,DIAMOND,TRIANGLE,1,12,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.850166367,CIRCLE,STAR,DIAMOND,TRIANGLE,1,13,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,m,0.63354397,CIRCLE,STAR,DIAMOND,TRIANGLE,0,14,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,m,0.650156971,CIRCLE,STAR,DIAMOND,TRIANGLE,1,15,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,None,None,CIRCLE,STAR,DIAMOND,TRIANGLE,3,16,2,r,Hungarian,20,Female,27,EXPERIMENT,1,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,0.900175131,CIRCLE,STAR,DIAMOND,TRIANGLE,1,17,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.633496989,CIRCLE,STAR,DIAMOND,TRIANGLE,1,18,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.766849878,CIRCLE,STAR,DIAMOND,TRIANGLE,1,19,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,m,0.41684143,CIRCLE,STAR,DIAMOND,TRIANGLE,1,20,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,n,0.666873408,CIRCLE,STAR,DIAMOND,TRIANGLE,1,21,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,n,0.933476144,CIRCLE,STAR,DIAMOND,TRIANGLE,1,22,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,m,0.733516887,CIRCLE,STAR,DIAMOND,TRIANGLE,0,23,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,m,0.7834992,CIRCLE,STAR,DIAMOND,TRIANGLE,0,24,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,n,1.183458378,CIRCLE,STAR,DIAMOND,TRIANGLE,1,25,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,m,0.566816399,CIRCLE,STAR,DIAMOND,TRIANGLE,1,26,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,m,0.883520282,CIRCLE,STAR,DIAMOND,TRIANGLE,1,27,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,n,0.76683685,CIRCLE,STAR,DIAMOND,TRIANGLE,1,28,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,n,0.750181606,CIRCLE,STAR,DIAMOND,TRIANGLE,1,29,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,m,0.600180974,CIRCLE,STAR,DIAMOND,TRIANGLE,1,30,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,m,1.000180027,CIRCLE,STAR,DIAMOND,TRIANGLE,1,31,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,0.800186028,CIRCLE,STAR,DIAMOND,TRIANGLE,1,32,2,r,Hungarian,20,Female,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.816855879,CIRCLE,STAR,DIAMOND,TRIANGLE,1,33,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,0.866864249,CIRCLE,STAR,DIAMOND,TRIANGLE,1,34,2,r,Hungarian,20,Female,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
