"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"191 ""563fa227074be600115e9642"" 63 833.100000023842 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.828125"
"192 ""563fa227074be600115e9642"" 64 640.600000023842 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.828125"
"193 ""5e0e40e0500f0658c9663bc0"" 1 3589.10000014305 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.640625"
"194 ""5e0e40e0500f0658c9663bc0"" 2 1182.79999995232 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.640625"
"195 ""5e0e40e0500f0658c9663bc0"" 3 2264.09999990463 ""right"" 0 1 ""Me"" ""m35"" ""Other"" ""JA"" 0.640625"
"196 ""5e0e40e0500f0658c9663bc0"" 4 35.0999999046326 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""JA"" 0.640625"
"197 ""5e0e40e0500f0658c9663bc0"" 5 463 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.640625"
"198 ""5e0e40e0500f0658c9663bc0"" 6 21262.9000000954 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.640625"
"199 ""5e0e40e0500f0658c9663bc0"" 7 1628.60000014305 ""left"" 0 1 ""Me"" ""m38"" ""User"" ""NEIN"" 0.640625"
"200 ""5e0e40e0500f0658c9663bc0"" 8 1164.20000004768 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.640625"
"201 ""5e0e40e0500f0658c9663bc0"" 9 517.600000143051 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.640625"
"202 ""5e0e40e0500f0658c9663bc0"" 10 574 ""left"" 0 1 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.640625"
"203 ""5e0e40e0500f0658c9663bc0"" 11 2220.5 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.640625"
"204 ""5e0e40e0500f0658c9663bc0"" 12 2661 ""right"" 0 1 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.640625"
"205 ""5e0e40e0500f0658c9663bc0"" 13 762 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.640625"
"206 ""5e0e40e0500f0658c9663bc0"" 14 689.900000095367 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.640625"
"207 ""5e0e40e0500f0658c9663bc0"" 15 1421.89999985695 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.640625"
"208 ""5e0e40e0500f0658c9663bc0"" 16 622.699999809265 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.640625"
"209 ""5e0e40e0500f0658c9663bc0"" 17 592.299999952316 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.640625"
"210 ""5e0e40e0500f0658c9663bc0"" 18 1692.5 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.640625"
"211 ""5e0e40e0500f0658c9663bc0"" 19 694.100000143051 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.640625"
"212 ""5e0e40e0500f0658c9663bc0"" 20 655.799999952316 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.640625"
"213 ""5e0e40e0500f0658c9663bc0"" 21 800.299999952316 ""left"" 0 1 ""Me"" ""m38"" ""User"" ""JA"" 0.640625"
"214 ""5e0e40e0500f0658c9663bc0"" 22 563 ""right"" 0 1 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.640625"
"215 ""5e0e40e0500f0658c9663bc0"" 23 3.40000009536743 ""left"" 0 1 ""Me"" ""m38"" ""User"" ""NEIN"" 0.640625"
"216 ""5e0e40e0500f0658c9663bc0"" 24 877.399999856949 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.640625"
"217 ""5e0e40e0500f0658c9663bc0"" 25 1572.29999995232 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.640625"
"218 ""5e0e40e0500f0658c9663bc0"" 26 328.099999904633 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""JA"" 0.640625"
"219 ""5e0e40e0500f0658c9663bc0"" 27 1198.40000009537 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.640625"
"220 ""5e0e40e0500f0658c9663bc0"" 28 834.5 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.640625"
"221 ""5e0e40e0500f0658c9663bc0"" 29 2169.10000014305 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.640625"
"222 ""5e0e40e0500f0658c9663bc0"" 30 1257.40000009537 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.640625"
"223 ""5e0e40e0500f0658c9663bc0"" 31 415.199999809265 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""JA"" 0.640625"
"224 ""5e0e40e0500f0658c9663bc0"" 32 1235.70000004768 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.640625"
"225 ""5e0e40e0500f0658c9663bc0"" 33 707.300000190735 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.640625"
"226 ""5e0e40e0500f0658c9663bc0"" 34 540.400000095367 ""left"" 0 1 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.640625"
"227 ""5e0e40e0500f0658c9663bc0"" 35 481.800000190735 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.640625"
"228 ""5e0e40e0500f0658c9663bc0"" 36 689 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.640625"
"229 ""5e0e40e0500f0658c9663bc0"" 37 556.800000190735 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.640625"
"230 ""5e0e40e0500f0658c9663bc0"" 38 523.299999952316 ""right"" 0 1 ""Stranger"" ""m33"" ""User"" ""JA"" 0.640625"
"231 ""5e0e40e0500f0658c9663bc0"" 39 635.800000190735 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""JA"" 0.640625"
"232 ""5e0e40e0500f0658c9663bc0"" 40 478.299999952316 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.640625"
"233 ""5e0e40e0500f0658c9663bc0"" 41 544.800000190735 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.640625"
"234 ""5e0e40e0500f0658c9663bc0"" 42 3461.59999990463 ""left"" 0 1 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.640625"
"235 ""5e0e40e0500f0658c9663bc0"" 43 1580.30000019073 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.640625"
"236 ""5e0e40e0500f0658c9663bc0"" 44 1901.5 ""left"" 0 1 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.640625"
"237 ""5e0e40e0500f0658c9663bc0"" 45 1848.29999995232 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.640625"
"238 ""5e0e40e0500f0658c9663bc0"" 46 901.899999856949 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.640625"
"239 ""5e0e40e0500f0658c9663bc0"" 47 947 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.640625"
"240 ""5e0e40e0500f0658c9663bc0"" 48 1232.70000004768 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.640625"
"241 ""5e0e40e0500f0658c9663bc0"" 49 2016.39999985695 ""left"" 0 1 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.640625"
"242 ""5e0e40e0500f0658c9663bc0"" 50 678.100000143051 ""right"" 0 1 ""Stranger"" ""f27"" ""User"" ""JA"" 0.640625"
"243 ""5e0e40e0500f0658c9663bc0"" 51 3392 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.640625"
"244 ""5e0e40e0500f0658c9663bc0"" 52 1065.40000009537 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.640625"
"245 ""5e0e40e0500f0658c9663bc0"" 53 1152.5 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.640625"
"246 ""5e0e40e0500f0658c9663bc0"" 54 877.099999904633 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.640625"
"247 ""5e0e40e0500f0658c9663bc0"" 55 1370.90000009537 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.640625"
"248 ""5e0e40e0500f0658c9663bc0"" 56 1157.19999980927 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.640625"
"249 ""5e0e40e0500f0658c9663bc0"" 57 1545.09999990463 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.640625"
"250 ""5e0e40e0500f0658c9663bc0"" 58 1114 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.640625"
"251 ""5e0e40e0500f0658c9663bc0"" 59 1135.29999995232 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.640625"
"252 ""5e0e40e0500f0658c9663bc0"" 60 1152.90000009537 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.640625"
"253 ""5e0e40e0500f0658c9663bc0"" 61 966.900000095367 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.640625"
"254 ""5e0e40e0500f0658c9663bc0"" 62 961.900000095367 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.640625"
"255 ""5e0e40e0500f0658c9663bc0"" 63 958.600000143051 ""right"" 0 1 ""Me"" ""m34"" ""Other"" ""JA"" 0.640625"
"256 ""5e0e40e0500f0658c9663bc0"" 64 1024 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.640625"
"257 ""59ea15472f63d30001c8fef2"" 1 6762 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.921875"
"258 ""59ea15472f63d30001c8fef2"" 2 5414 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.921875"
"259 ""59ea15472f63d30001c8fef2"" 3 10084 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.921875"
"260 ""59ea15472f63d30001c8fef2"" 4 7360 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.921875"
"261 ""59ea15472f63d30001c8fef2"" 5 12494 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.921875"
"262 ""59ea15472f63d30001c8fef2"" 6 4642 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.921875"
"263 ""59ea15472f63d30001c8fef2"" 7 5766 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.921875"
"264 ""59ea15472f63d30001c8fef2"" 8 6102 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.921875"
"265 ""59ea15472f63d30001c8fef2"" 9 17262 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.921875"
"266 ""59ea15472f63d30001c8fef2"" 10 8258 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.921875"
"267 ""59ea15472f63d30001c8fef2"" 11 9142 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.921875"
"268 ""59ea15472f63d30001c8fef2"" 12 7218 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.921875"
"269 ""59ea15472f63d30001c8fef2"" 13 10656 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.921875"
"270 ""59ea15472f63d30001c8fef2"" 14 9502 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.921875"
"271 ""59ea15472f63d30001c8fef2"" 15 9302 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.921875"
"272 ""59ea15472f63d30001c8fef2"" 16 9704 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.921875"
"273 ""59ea15472f63d30001c8fef2"" 17 10070 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.921875"
"274 ""59ea15472f63d30001c8fef2"" 18 8984 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.921875"
"275 ""59ea15472f63d30001c8fef2"" 19 4616 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.921875"
"276 ""59ea15472f63d30001c8fef2"" 20 9970 ""right"" 0 1 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.921875"
"277 ""59ea15472f63d30001c8fef2"" 21 3426 ""left"" 0 1 ""Me"" ""m33"" ""User"" ""JA"" 0.921875"
"278 ""59ea15472f63d30001c8fef2"" 22 4244 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.921875"
"279 ""59ea15472f63d30001c8fef2"" 23 3342 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.921875"
"280 ""59ea15472f63d30001c8fef2"" 24 8492 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.921875"
"281 ""59ea15472f63d30001c8fef2"" 25 2748 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.921875"
"282 ""59ea15472f63d30001c8fef2"" 26 7770 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.921875"
"283 ""59ea15472f63d30001c8fef2"" 27 9122 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.921875"
"284 ""59ea15472f63d30001c8fef2"" 28 7450 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.921875"
"285 ""59ea15472f63d30001c8fef2"" 29 5600 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.921875"
"286 ""59ea15472f63d30001c8fef2"" 30 8474 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.921875"
"287 ""59ea15472f63d30001c8fef2"" 31 7120 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.921875"
"288 ""59ea15472f63d30001c8fef2"" 32 8490 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.921875"
"289 ""59ea15472f63d30001c8fef2"" 33 2508 ""right"" 0 1 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.921875"
"290 ""59ea15472f63d30001c8fef2"" 34 9424 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.921875"
"291 ""59ea15472f63d30001c8fef2"" 35 3080 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.921875"
"292 ""59ea15472f63d30001c8fef2"" 36 4884 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.921875"
"293 ""59ea15472f63d30001c8fef2"" 37 4964 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.921875"
"294 ""59ea15472f63d30001c8fef2"" 38 2980 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.921875"
"295 ""59ea15472f63d30001c8fef2"" 39 1664 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.921875"
"296 ""59ea15472f63d30001c8fef2"" 40 2656 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.921875"
"297 ""59ea15472f63d30001c8fef2"" 41 4746 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.921875"
"298 ""59ea15472f63d30001c8fef2"" 42 5950 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.921875"
"299 ""59ea15472f63d30001c8fef2"" 43 7200 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.921875"
"300 ""59ea15472f63d30001c8fef2"" 44 18338 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.921875"
"301 ""59ea15472f63d30001c8fef2"" 45 7682 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.921875"
"302 ""59ea15472f63d30001c8fef2"" 46 7044 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.921875"
"303 ""59ea15472f63d30001c8fef2"" 47 4274 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.921875"
"304 ""59ea15472f63d30001c8fef2"" 48 2296 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.921875"
"305 ""59ea15472f63d30001c8fef2"" 49 4844 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.921875"
"306 ""59ea15472f63d30001c8fef2"" 50 2344 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.921875"
"307 ""59ea15472f63d30001c8fef2"" 51 2884 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.921875"
"308 ""59ea15472f63d30001c8fef2"" 52 9112 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.921875"
"309 ""59ea15472f63d30001c8fef2"" 53 8858 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.921875"
"310 ""59ea15472f63d30001c8fef2"" 54 4078 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.921875"
"311 ""59ea15472f63d30001c8fef2"" 55 4014 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.921875"
"312 ""59ea15472f63d30001c8fef2"" 56 3728 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.921875"
"313 ""59ea15472f63d30001c8fef2"" 57 1602 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.921875"
"314 ""59ea15472f63d30001c8fef2"" 58 7908 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.921875"
"315 ""59ea15472f63d30001c8fef2"" 59 1816 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.921875"
"316 ""59ea15472f63d30001c8fef2"" 60 4336 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.921875"
"317 ""59ea15472f63d30001c8fef2"" 61 2670 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.921875"
"318 ""59ea15472f63d30001c8fef2"" 62 7514 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.921875"
"319 ""59ea15472f63d30001c8fef2"" 63 2868 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.921875"
"320 ""59ea15472f63d30001c8fef2"" 64 6934 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.921875"
"321 ""610696f0312c0f847b999f29"" 1 4879.09999999963 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.84375"
"322 ""610696f0312c0f847b999f29"" 2 1034.09999999963 ""left"" 0 1 ""Me"" ""f4"" ""User"" ""JA"" 0.84375"
"323 ""610696f0312c0f847b999f29"" 3 2399.70000000112 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.84375"
"324 ""610696f0312c0f847b999f29"" 4 1201.69999999925 ""right"" 0 1 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.84375"
"325 ""610696f0312c0f847b999f29"" 5 1248.59999999963 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.84375"
"326 ""610696f0312c0f847b999f29"" 6 1187.70000000112 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.84375"
"327 ""610696f0312c0f847b999f29"" 7 813.099999999627 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.84375"
"328 ""610696f0312c0f847b999f29"" 8 1188.59999999963 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.84375"
"329 ""610696f0312c0f847b999f29"" 9 1485.60000000149 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.84375"
"330 ""610696f0312c0f847b999f29"" 10 1042.30000000075 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.84375"
"331 ""610696f0312c0f847b999f29"" 11 2359.29999999888 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.84375"
"332 ""610696f0312c0f847b999f29"" 12 1066.79999999888 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.84375"
"333 ""610696f0312c0f847b999f29"" 13 1255.79999999888 ""left"" 0 1 ""Me"" ""m38"" ""User"" ""NEIN"" 0.84375"
"334 ""610696f0312c0f847b999f29"" 14 588.700000001118 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.84375"
"335 ""610696f0312c0f847b999f29"" 15 739.199999999255 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.84375"
"336 ""610696f0312c0f847b999f29"" 16 1556.90000000037 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.84375"
"337 ""610696f0312c0f847b999f29"" 17 828.39999999851 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.84375"
"338 ""610696f0312c0f847b999f29"" 18 1811 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.84375"
"339 ""610696f0312c0f847b999f29"" 19 408.5 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.84375"
"340 ""610696f0312c0f847b999f29"" 20 1018.20000000112 ""left"" 0 1 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.84375"
"341 ""610696f0312c0f847b999f29"" 21 767.900000000373 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.84375"
"342 ""610696f0312c0f847b999f29"" 22 602.300000000745 ""right"" 0 1 ""Me"" ""f15"" ""Other"" ""JA"" 0.84375"
"343 ""610696f0312c0f847b999f29"" 23 679.800000000745 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.84375"
"344 ""610696f0312c0f847b999f29"" 24 867.199999999255 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.84375"
"345 ""610696f0312c0f847b999f29"" 25 673.300000000745 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.84375"
"346 ""610696f0312c0f847b999f29"" 26 484.199999999255 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.84375"
"347 ""610696f0312c0f847b999f29"" 27 1803.19999999925 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.84375"
"348 ""610696f0312c0f847b999f29"" 28 568.300000000745 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.84375"
"349 ""610696f0312c0f847b999f29"" 29 997.400000000373 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.84375"
"350 ""610696f0312c0f847b999f29"" 30 1376.5 ""left"" 0 1 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.84375"
"351 ""610696f0312c0f847b999f29"" 31 858.200000001118 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.84375"
"352 ""610696f0312c0f847b999f29"" 32 1210.40000000037 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.84375"
"353 ""610696f0312c0f847b999f29"" 33 1009.19999999925 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.84375"
"354 ""610696f0312c0f847b999f29"" 34 1208 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.84375"
"355 ""610696f0312c0f847b999f29"" 35 797.299999998882 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.84375"
"356 ""610696f0312c0f847b999f29"" 36 925.599999999627 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.84375"
"357 ""610696f0312c0f847b999f29"" 37 2031.80000000075 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.84375"
"358 ""610696f0312c0f847b999f29"" 38 790.39999999851 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.84375"
"359 ""610696f0312c0f847b999f29"" 39 605.800000000745 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.84375"
"360 ""610696f0312c0f847b999f29"" 40 1246 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.84375"
"361 ""610696f0312c0f847b999f29"" 41 884.799999998882 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.84375"
"362 ""610696f0312c0f847b999f29"" 42 1927.79999999888 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.84375"
"363 ""610696f0312c0f847b999f29"" 43 1473.59999999963 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.84375"
"364 ""610696f0312c0f847b999f29"" 44 793.5 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.84375"
"365 ""610696f0312c0f847b999f29"" 45 439.5 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.84375"
"366 ""610696f0312c0f847b999f29"" 46 1869.19999999925 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.84375"
"367 ""610696f0312c0f847b999f29"" 47 717.799999998882 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.84375"
"368 ""610696f0312c0f847b999f29"" 48 910.400000000373 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.84375"
"369 ""610696f0312c0f847b999f29"" 49 1566.90000000037 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.84375"
"370 ""610696f0312c0f847b999f29"" 50 794.800000000745 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.84375"
"371 ""610696f0312c0f847b999f29"" 51 1801.09999999963 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.84375"
"372 ""610696f0312c0f847b999f29"" 52 1582.40000000037 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.84375"
"373 ""610696f0312c0f847b999f29"" 53 1580.19999999925 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.84375"
"374 ""610696f0312c0f847b999f29"" 54 1069.09999999963 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.84375"
"375 ""610696f0312c0f847b999f29"" 55 1137.20000000112 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.84375"
"376 ""610696f0312c0f847b999f29"" 56 2523.5 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""JA"" 0.84375"
"377 ""610696f0312c0f847b999f29"" 57 1373.90000000037 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.84375"
"378 ""610696f0312c0f847b999f29"" 58 1481 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.84375"
"379 ""610696f0312c0f847b999f29"" 59 1211.90000000037 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.84375"
"380 ""610696f0312c0f847b999f29"" 60 1187.5 ""left"" 0 1 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.84375"
