"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",498,0.498,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",416,0.416,1
10,"female","Nonmatching","Self","Self","Self","No cue",844,0.844,1
10,"female","Matching","Self","Self","Self","No cue",349,0.349,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",429,0.429,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",744,0.744,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",369,0.369,1
10,"female","Matching","Self","Self","Self","No cue",452,0.452,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",356,0.356,1
10,"female","Matching","Self","Self","Self","No cue",407,0.407,0
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",371,0.371,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",548,0.548,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",537,0.537,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",577,0.577,1
10,"female","Matching","Self","Self","Self","Alter cue",412,0.412,0
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",402,0.402,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",427,0.427,1
10,"female","Matching","Self","Self","Self","Alter cue",387,0.387,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",848,0.848,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",635,0.635,0
10,"female","Nonmatching","Self","Self","Self","Alter cue",452,0.452,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",417,0.417,0
10,"female","Matching","Self","Self","Self","Alter cue",584,0.584,1
10,"female","Nonmatching","Self","Self","Self","No cue",432,0.432,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",468,0.468,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",379,0.379,0
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",425,0.425,1
10,"female","Matching","Self","Self","Self","Alter cue",281,0.281,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",415,0.415,1
10,"female","Matching","Self","Self","Self","No cue",328,0.328,1
10,"female","Matching","Self","Self","Self","No cue",377,0.377,1
10,"female","Nonmatching","Self","Self","Self","No cue",539,0.539,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",476,0.476,0
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",650,0.65,0
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",888,0.888,0
10,"female","Nonmatching","Self","Self","Self","Alter cue",852,0.852,1
10,"female","Matching","Self","Self","Self","No cue",421,0.421,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",707,0.707,1
10,"female","Nonmatching","Self","Self","Self","No cue",680,0.68,0
10,"female","Matching","Self","Self","Self","Alter cue",428,0.428,1
10,"female","Matching","Self","Self","Self","No cue",541,0.541,1
10,"female","Matching","Self","Self","Self","No cue",460,0.46,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",455,0.455,0
10,"female","Matching","Self","Self","Self","No cue",523,0.523,0
10,"female","Nonmatching","Self","Self","Self","No cue",523,0.523,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",752,0.752,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",570,0.57,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",439,0.439,0
10,"female","Matching","Self","Self","Self","No cue",362,0.362,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",544,0.544,1
10,"female","Matching","Self","Self","Self","Alter cue",517,0.517,1
10,"female","Nonmatching","Self","Self","Self","No cue",660,0.66,1
10,"female","Nonmatching","Self","Self","Self","No cue",793,0.793,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",623,0.623,0
10,"female","Matching","Self","Self","Self","No cue",562,0.562,1
10,"female","Matching","Self","Self","Self","Alter cue",813,0.813,1
10,"female","Matching","Self","Self","Self","Alter cue",615,0.615,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",907,0.907,0
10,"female","Matching","Self","Self","Self","Alter cue",567,0.567,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",719,0.719,1
10,"female","Matching","Self","Self","Self","No cue",463,0.463,1
10,"female","Matching","Self","Self","Self","Alter cue",547,0.547,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",495,0.495,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",800,0.8,0
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",621,0.621,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",331,0.331,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",469,0.469,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",530,0.53,1
10,"female","Matching","Self","Self","Self","Alter cue",359,0.359,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",432,0.432,0
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",473,0.473,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",475,0.475,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",709,0.709,1
10,"female","Matching","Self","Self","Self","Alter cue",534,0.534,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",560,0.56,1
10,"female","Nonmatching","Self","Self","Self","No cue",707,0.707,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",417,0.417,0
10,"female","Matching","Self","Self","Self","Alter cue",288,0.288,1
10,"female","Matching","Self","Self","Self","No cue",364,0.364,1
10,"female","Matching","Self","Self","Self","Alter cue",366,0.366,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",506,0.506,1
10,"female","Matching","Self","Self","Self","Alter cue",450,0.45,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",521,0.521,1
10,"female","Matching","Self","Self","Self","No cue",396,0.396,1
10,"female","Nonmatching","Self","Self","Self","No cue",455,0.455,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",582,0.582,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",594,0.594,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",505,0.505,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",581,0.581,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",470,0.47,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",477,0.477,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",676,0.676,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",507,0.507,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",566,0.566,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",374,0.374,0
10,"female","Nonmatching","Self","Self","Self","No cue",600,0.6,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",624,0.624,1
10,"female","Nonmatching","Self","Self","Self","No cue",506,0.506,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",458,0.458,1
10,"female","Nonmatching","Self","Self","Self","No cue",432,0.432,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",458,0.458,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",488,0.488,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",386,0.386,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",329,0.329,0
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",622,0.622,1
10,"female","Nonmatching","Self","Self","Self","No cue",522,0.522,1
10,"female","Matching","Self","Self","Self","Alter cue",345,0.345,1
10,"female","Nonmatching","Self","Self","Self","No cue",416,0.416,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",352,0.352,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",538,0.538,1
10,"female","Nonmatching","Self","Self","Self","No cue",412,0.412,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",453,0.453,0
10,"female","Nonmatching","Self","Self","Self","No cue",453,0.453,1
10,"female","Matching","Self","Self","Self","Alter cue",488,0.488,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",565,0.565,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",690,0.69,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",535,0.535,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",599,0.599,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",653,0.653,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",365,0.365,1
10,"female","Matching","Self","Self","Self","Alter cue",378,0.378,0
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",492,0.492,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",528,0.528,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",625,0.625,1
10,"female","Matching","Self","Self","Self","No cue",450,0.45,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",658,0.658,1
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",285,0.285,1
10,"female","Nonmatching","Self","Self","Self","No cue",402,0.402,1
10,"female","Matching","Self","Self","Self","No cue",490,0.49,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",358,0.358,0
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",546,0.546,1
10,"female","Nonmatching","Self","Self","Self","Alter cue",670,0.67,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",339,0.339,1
10,"female","Matching","Self","Self","Self","No cue",379,0.379,1
10,"female","Nonmatching","Self","Self","Self","No cue",538,0.538,1
10,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",398,0.398,0
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",469,0.469,0
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",505,0.505,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",556,0.556,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",376,0.376,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",247,0.247,1
10,"female","Matching","Self","Self","Self","Alter cue",294,0.294,0
10,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",454,0.454,0
10,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",504,0.504,1
10,"female","Matching","Familiar","Familiar","Celebrity","No cue",430,0.43,1
10,"female","Matching","Self","Self","Self","No cue",569,0.569,1
10,"female","Nonmatching","Self","Self","Self","No cue",888,0.888,1
11,"female","Nonmatching","Self","Self","Self","No cue",656,0.656,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",676,0.676,1
11,"female","Matching","Self","Self","Self","Alter cue",462,0.462,1
11,"female","Matching","Self","Self","Self","No cue",456,0.456,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",495,0.495,0
11,"female","Matching","Self","Self","Self","Alter cue",489,0.489,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",919,0.919,1
11,"female","Matching","Self","Self","Self","No cue",492,0.492,1
11,"female","Matching","Self","Self","Self","Alter cue",507,0.507,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",747,0.747,1
11,"female","Matching","Self","Self","Self","No cue",487,0.487,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",532,0.532,1
11,"female","Matching","Self","Self","Self","Alter cue",425,0.425,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",582,0.582,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",609,0.609,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",705,0.705,1
11,"female","Matching","Self","Self","Self","No cue",612,0.612,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",509,0.509,1
11,"female","Matching","Self","Self","Self","No cue",623,0.623,1
11,"female","Matching","Self","Self","Self","Alter cue",583,0.583,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",460,0.46,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",474,0.474,1
11,"female","Nonmatching","Self","Self","Self","No cue",580,0.58,0
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",748,0.748,0
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",617,0.617,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",856,0.856,1
11,"female","Nonmatching","Self","Self","Self","No cue",884,0.884,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",670,0.67,1
11,"female","Matching","Self","Self","Self","No cue",548,0.548,1
11,"female","Matching","Self","Self","Self","Alter cue",511,0.511,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",639,0.639,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",587,0.587,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",711,0.711,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",745,0.745,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",618,0.618,1
11,"female","Nonmatching","Self","Self","Self","No cue",664,0.664,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",703,0.703,1
11,"female","Nonmatching","Self","Self","Self","No cue",609,0.609,1
11,"female","Matching","Self","Self","Self","Alter cue",462,0.462,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",553,0.553,1
11,"female","Nonmatching","Self","Self","Self","No cue",519,0.519,1
11,"female","Nonmatching","Self","Self","Self","No cue",847,0.847,1
11,"female","Matching","Self","Self","Self","No cue",382,0.382,1
11,"female","Matching","Self","Self","Self","No cue",642,0.642,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",504,0.504,1
11,"female","Matching","Self","Self","Self","Alter cue",449,0.449,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",877,0.877,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",744,0.744,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",679,0.679,1
11,"female","Matching","Self","Self","Self","Alter cue",485,0.485,1
11,"female","Nonmatching","Self","Self","Self","No cue",662,0.662,1
11,"female","Nonmatching","Self","Self","Self","No cue",954,0.954,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",596,0.596,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",630,0.63,0
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",645,0.645,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",764,0.764,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",697,0.697,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",522,0.522,0
11,"female","Nonmatching","Self","Self","Self","Alter cue",555,0.555,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",758,0.758,1
11,"female","Matching","Self","Self","Self","Alter cue",520,0.52,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",548,0.548,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",639,0.639,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",798,0.798,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",594,0.594,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",477,0.477,1
11,"female","Matching","Familiar","Familiar","Celebrity","No cue",549,0.549,1
11,"female","Nonmatching","Self","Self","Self","No cue",607,0.607,1
11,"female","Matching","Self","Self","Self","No cue",468,0.468,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",599,0.599,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",554,0.554,1
11,"female","Nonmatching","Self","Self","Self","Alter cue",753,0.753,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",603,0.603,1
11,"female","Matching","Self","Self","Self","No cue",522,0.522,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",657,0.657,1
11,"female","Nonmatching","Familiar","Familiar","Celebrity","No cue",760,0.76,1
11,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",533,0.533,1
