"","Subject","Gender","Age","Handedness","Matching","Identity","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","VisualAngle","Color","Contrast"
"4267",30,"female",21,"right","incomp","Bekannter",720,0.72,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4268",30,"female",21,"right","incomp","Bekannter",514,0.514,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4269",30,"female",21,"right","incomp","Bekannter",468,0.468,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4270",30,"female",21,"right","incomp","Bekannter",635,0.635,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4271",30,"female",21,"right","incomp","Bekannter",554,0.554,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4272",30,"female",21,"right","incomp","Bekannter",610,0.61,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4273",30,"female",21,"right","incomp","Ich",885,0.885,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4274",30,"female",21,"right","incomp","Ich",848,0.848,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4275",30,"female",21,"right","incomp","Ich",598,0.598,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4276",30,"female",21,"right","incomp","Ich",597,0.597,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4277",30,"female",21,"right","incomp","Ich",490,0.49,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4278",30,"female",21,"right","incomp","Ich",751,0.751,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4279",30,"female",21,"right","incomp","Ich",533,0.533,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4280",30,"female",21,"right","incomp","Ich",538,0.538,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4281",30,"female",21,"right","incomp","Ich",622,0.622,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4282",30,"female",21,"right","incomp","Ich",680,0.68,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4283",30,"female",21,"right","incomp","Ich",478,0.478,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4284",30,"female",21,"right","incomp","Ich",601,0.601,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4285",30,"female",21,"right","incomp","Ich",384,0.384,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4286",30,"female",21,"right","incomp","Ich",418,0.418,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4287",30,"female",21,"right","incomp","Ich",568,0.568,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4288",30,"female",21,"right","incomp","Ich",455,0.455,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4289",30,"female",21,"right","incomp","Ich",545,0.545,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4290",30,"female",21,"right","incomp","Ich",456,0.456,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4291",30,"female",21,"right","incomp","Ich",599,0.599,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4292",30,"female",21,"right","incomp","Ich",437,0.437,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4293",30,"female",21,"right","incomp","Ich",661,0.661,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4294",30,"female",21,"right","incomp","Ich",488,0.488,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4295",30,"female",21,"right","incomp","Ich",483,0.483,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4296",30,"female",21,"right","incomp","Ich",527,0.527,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4297",30,"female",21,"right","incomp","Mutter",789,0.789,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4298",30,"female",21,"right","incomp","Mutter",592,0.592,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4299",30,"female",21,"right","incomp","Mutter",474,0.474,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4300",30,"female",21,"right","incomp","Mutter",508,0.508,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4301",30,"female",21,"right","incomp","Mutter",605,0.605,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4302",30,"female",21,"right","incomp","Mutter",557,0.557,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4303",30,"female",21,"right","incomp","Mutter",629,0.629,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4304",30,"female",21,"right","incomp","Mutter",505,0.505,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4305",30,"female",21,"right","incomp","Mutter",1775,1.775,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4306",30,"female",21,"right","incomp","Mutter",667,0.667,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4307",30,"female",21,"right","incomp","Mutter",427,0.427,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4308",30,"female",21,"right","incomp","Mutter",415,0.415,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4309",30,"female",21,"right","incomp","Mutter",569,0.569,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4310",30,"female",21,"right","incomp","Mutter",561,0.561,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4311",30,"female",21,"right","incomp","Mutter",389,0.389,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4312",30,"female",21,"right","incomp","Mutter",670,0.67,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4313",30,"female",21,"right","incomp","Mutter",538,0.538,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4314",30,"female",21,"right","incomp","Mutter",669,0.669,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4315",30,"female",21,"right","incomp","Mutter",652,0.652,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4316",30,"female",21,"right","incomp","Mutter",809,0.809,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4317",30,"female",21,"right","incomp","Mutter",729,0.729,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4318",30,"female",21,"right","incomp","Mutter",579,0.579,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4319",30,"female",21,"right","incomp","Mutter",567,0.567,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4320",30,"female",21,"right","incomp","Mutter",577,0.577,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4321",31,"male",20,"right","comp","Bekannter",345,0.345,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4322",31,"male",20,"right","comp","Bekannter",1038,1.038,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4323",31,"male",20,"right","comp","Bekannter",414,0.414,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4324",31,"male",20,"right","comp","Bekannter",576,0.576,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4325",31,"male",20,"right","comp","Bekannter",476,0.476,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4326",31,"male",20,"right","comp","Bekannter",457,0.457,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4327",31,"male",20,"right","comp","Bekannter",409,0.409,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4328",31,"male",20,"right","comp","Bekannter",347,0.347,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4329",31,"male",20,"right","comp","Bekannter",325,0.325,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4330",31,"male",20,"right","comp","Bekannter",550,0.55,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4331",31,"male",20,"right","comp","Bekannter",579,0.579,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4332",31,"male",20,"right","comp","Bekannter",518,0.518,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4333",31,"male",20,"right","comp","Bekannter",316,0.316,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4334",31,"male",20,"right","comp","Bekannter",350,0.35,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4335",31,"male",20,"right","comp","Bekannter",432,0.432,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4336",31,"male",20,"right","comp","Bekannter",270,0.27,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4337",31,"male",20,"right","comp","Bekannter",466,0.466,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4338",31,"male",20,"right","comp","Bekannter",341,0.341,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4339",31,"male",20,"right","comp","Bekannter",371,0.371,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4340",31,"male",20,"right","comp","Bekannter",292,0.292,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4341",31,"male",20,"right","comp","Bekannter",265,0.265,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4342",31,"male",20,"right","comp","Bekannter",473,0.473,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4343",31,"male",20,"right","comp","Bekannter",457,0.457,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4344",31,"male",20,"right","comp","Bekannter",325,0.325,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4345",31,"male",20,"right","comp","Ich",606,0.606,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4346",31,"male",20,"right","comp","Ich",393,0.393,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4347",31,"male",20,"right","comp","Ich",581,0.581,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4348",31,"male",20,"right","comp","Ich",429,0.429,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4349",31,"male",20,"right","comp","Ich",384,0.384,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4350",31,"male",20,"right","comp","Ich",379,0.379,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4351",31,"male",20,"right","comp","Ich",407,0.407,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4352",31,"male",20,"right","comp","Ich",279,0.279,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4353",31,"male",20,"right","comp","Ich",485,0.485,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4354",31,"male",20,"right","comp","Ich",511,0.511,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4355",31,"male",20,"right","comp","Ich",317,0.317,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4356",31,"male",20,"right","comp","Ich",314,0.314,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4357",31,"male",20,"right","comp","Ich",288,0.288,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4358",31,"male",20,"right","comp","Ich",307,0.307,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4359",31,"male",20,"right","comp","Ich",455,0.455,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4360",31,"male",20,"right","comp","Ich",313,0.313,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4361",31,"male",20,"right","comp","Ich",589,0.589,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4362",31,"male",20,"right","comp","Ich",303,0.303,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4363",31,"male",20,"right","comp","Ich",330,0.33,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4364",31,"male",20,"right","comp","Ich",395,0.395,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4365",31,"male",20,"right","comp","Ich",300,0.3,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4366",31,"male",20,"right","comp","Ich",265,0.265,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4367",31,"male",20,"right","comp","Ich",256,0.256,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4368",31,"male",20,"right","comp","Ich",281,0.281,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4369",31,"male",20,"right","comp","Mutter",1876,1.876,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4370",31,"male",20,"right","comp","Mutter",506,0.506,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4371",31,"male",20,"right","comp","Mutter",427,0.427,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4372",31,"male",20,"right","comp","Mutter",338,0.338,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4373",31,"male",20,"right","comp","Mutter",377,0.377,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4374",31,"male",20,"right","comp","Mutter",518,0.518,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4375",31,"male",20,"right","comp","Mutter",352,0.352,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4376",31,"male",20,"right","comp","Mutter",638,0.638,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4377",31,"male",20,"right","comp","Mutter",441,0.441,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4378",31,"male",20,"right","comp","Mutter",495,0.495,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4379",31,"male",20,"right","comp","Mutter",379,0.379,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4380",31,"male",20,"right","comp","Mutter",587,0.587,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4381",31,"male",20,"right","comp","Mutter",383,0.383,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4382",31,"male",20,"right","comp","Mutter",457,0.457,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4383",31,"male",20,"right","comp","Mutter",383,0.383,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4384",31,"male",20,"right","comp","Mutter",325,0.325,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4385",31,"male",20,"right","comp","Mutter",435,0.435,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4386",31,"male",20,"right","comp","Mutter",308,0.308,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4387",31,"male",20,"right","comp","Mutter",297,0.297,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4388",31,"male",20,"right","comp","Mutter",351,0.351,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4389",31,"male",20,"right","comp","Mutter",474,0.474,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4390",31,"male",20,"right","comp","Mutter",350,0.35,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4391",31,"male",20,"right","comp","Mutter",246,0.246,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4392",31,"male",20,"right","comp","Mutter",416,0.416,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4393",31,"male",20,"right","incomp","Bekannter",857,0.857,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4394",31,"male",20,"right","incomp","Bekannter",776,0.776,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4395",31,"male",20,"right","incomp","Bekannter",533,0.533,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4396",31,"male",20,"right","incomp","Bekannter",403,0.403,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4397",31,"male",20,"right","incomp","Bekannter",456,0.456,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4398",31,"male",20,"right","incomp","Bekannter",403,0.403,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4399",31,"male",20,"right","incomp","Bekannter",476,0.476,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4400",31,"male",20,"right","incomp","Bekannter",407,0.407,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4401",31,"male",20,"right","incomp","Bekannter",356,0.356,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4402",31,"male",20,"right","incomp","Bekannter",886,0.886,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4403",31,"male",20,"right","incomp","Bekannter",344,0.344,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4404",31,"male",20,"right","incomp","Bekannter",447,0.447,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4405",31,"male",20,"right","incomp","Bekannter",413,0.413,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4406",31,"male",20,"right","incomp","Bekannter",576,0.576,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4407",31,"male",20,"right","incomp","Bekannter",477,0.477,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4408",31,"male",20,"right","incomp","Bekannter",473,0.473,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4409",31,"male",20,"right","incomp","Bekannter",388,0.388,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4410",31,"male",20,"right","incomp","Bekannter",343,0.343,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4411",31,"male",20,"right","incomp","Bekannter",413,0.413,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4412",31,"male",20,"right","incomp","Bekannter",438,0.438,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4413",31,"male",20,"right","incomp","Bekannter",384,0.384,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4414",31,"male",20,"right","incomp","Bekannter",376,0.376,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4415",31,"male",20,"right","incomp","Bekannter",334,0.334,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4416",31,"male",20,"right","incomp","Bekannter",368,0.368,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4417",31,"male",20,"right","incomp","Ich",469,0.469,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4418",31,"male",20,"right","incomp","Ich",473,0.473,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4419",31,"male",20,"right","incomp","Ich",395,0.395,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4420",31,"male",20,"right","incomp","Ich",386,0.386,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4421",31,"male",20,"right","incomp","Ich",465,0.465,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4422",31,"male",20,"right","incomp","Ich",333,0.333,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4423",31,"male",20,"right","incomp","Ich",337,0.337,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4424",31,"male",20,"right","incomp","Ich",416,0.416,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4425",31,"male",20,"right","incomp","Ich",539,0.539,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4426",31,"male",20,"right","incomp","Ich",373,0.373,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4427",31,"male",20,"right","incomp","Ich",514,0.514,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4428",31,"male",20,"right","incomp","Ich",392,0.392,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4429",31,"male",20,"right","incomp","Ich",428,0.428,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4430",31,"male",20,"right","incomp","Ich",392,0.392,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4431",31,"male",20,"right","incomp","Ich",418,0.418,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4432",31,"male",20,"right","incomp","Ich",502,0.502,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4433",31,"male",20,"right","incomp","Ich",573,0.573,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4434",31,"male",20,"right","incomp","Ich",488,0.488,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4435",31,"male",20,"right","incomp","Ich",297,0.297,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4436",31,"male",20,"right","incomp","Ich",459,0.459,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4437",31,"male",20,"right","incomp","Ich",343,0.343,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4438",31,"male",20,"right","incomp","Ich",318,0.318,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4439",31,"male",20,"right","incomp","Ich",391,0.391,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4440",31,"male",20,"right","incomp","Ich",375,0.375,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4441",31,"male",20,"right","incomp","Mutter",554,0.554,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4442",31,"male",20,"right","incomp","Mutter",442,0.442,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4443",31,"male",20,"right","incomp","Mutter",403,0.403,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4444",31,"male",20,"right","incomp","Mutter",501,0.501,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4445",31,"male",20,"right","incomp","Mutter",554,0.554,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4446",31,"male",20,"right","incomp","Mutter",435,0.435,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4447",31,"male",20,"right","incomp","Mutter",484,0.484,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4448",31,"male",20,"right","incomp","Mutter",440,0.44,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4449",31,"male",20,"right","incomp","Mutter",624,0.624,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4450",31,"male",20,"right","incomp","Mutter",463,0.463,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4451",31,"male",20,"right","incomp","Mutter",408,0.408,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4452",31,"male",20,"right","incomp","Mutter",417,0.417,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4453",31,"male",20,"right","incomp","Mutter",585,0.585,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4454",31,"male",20,"right","incomp","Mutter",416,0.416,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4455",31,"male",20,"right","incomp","Mutter",515,0.515,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4456",31,"male",20,"right","incomp","Mutter",484,0.484,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4457",31,"male",20,"right","incomp","Mutter",444,0.444,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4458",31,"male",20,"right","incomp","Mutter",497,0.497,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4459",31,"male",20,"right","incomp","Mutter",852,0.852,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4460",31,"male",20,"right","incomp","Mutter",445,0.445,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4461",31,"male",20,"right","incomp","Mutter",417,0.417,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4462",31,"male",20,"right","incomp","Mutter",480,0.48,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4463",31,"male",20,"right","incomp","Mutter",390,0.39,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4464",31,"male",20,"right","incomp","Mutter",409,0.409,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4465",32,"female",20,"left","comp","Bekannter",620,0.62,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4466",32,"female",20,"left","comp","Bekannter",115,0.115,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4467",32,"female",20,"left","comp","Bekannter",1028,1.028,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4468",32,"female",20,"left","comp","Bekannter",925,0.925,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4469",32,"female",20,"left","comp","Bekannter",1227,1.227,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4470",32,"female",20,"left","comp","Bekannter",958,0.958,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4471",32,"female",20,"left","comp","Bekannter",397,0.397,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4472",32,"female",20,"left","comp","Bekannter",770,0.77,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4473",32,"female",20,"left","comp","Bekannter",533,0.533,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4474",32,"female",20,"left","comp","Bekannter",188,0.188,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4475",32,"female",20,"left","comp","Bekannter",320,0.32,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4476",32,"female",20,"left","comp","Bekannter",907,0.907,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4477",32,"female",20,"left","comp","Bekannter",869,0.869,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4478",32,"female",20,"left","comp","Bekannter",17,0.017,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4479",32,"female",20,"left","comp","Bekannter",2519,2.519,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4480",32,"female",20,"left","comp","Bekannter",518,0.518,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4481",32,"female",20,"left","comp","Bekannter",450,0.45,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4482",32,"female",20,"left","comp","Bekannter",601,0.601,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4483",32,"female",20,"left","comp","Bekannter",490,0.49,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4484",32,"female",20,"left","comp","Bekannter",610,0.61,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4485",32,"female",20,"left","comp","Bekannter",881,0.881,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4486",32,"female",20,"left","comp","Bekannter",5,0.005,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4487",32,"female",20,"left","comp","Bekannter",122,0.122,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4488",32,"female",20,"left","comp","Bekannter",276,0.276,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4489",32,"female",20,"left","comp","Ich",767,0.767,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4490",32,"female",20,"left","comp","Ich",943,0.943,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4491",32,"female",20,"left","comp","Ich",530,0.53,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4492",32,"female",20,"left","comp","Ich",622,0.622,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4493",32,"female",20,"left","comp","Ich",582,0.582,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4494",32,"female",20,"left","comp","Ich",541,0.541,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"4495",32,"female",20,"left","comp","Ich",499,0.499,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
