"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC","Phase"
"19245",42,"Nonmatching","Self","2",1000,1,1,2
"19246",42,"Nonmatching","Self","2",617,0.617,1,2
"19247",42,"Nonmatching","Partner","1",734,0.734,1,1
"19248",42,"Nonmatching","Partner","1",734,0.734,1,1
"19249",42,"Nonmatching","Partner","1",517,0.517,0,1
"19250",42,"Nonmatching","Partner","1",700,0.7,1,1
"19251",42,"Nonmatching","Partner","1",567,0.567,0,1
"19252",42,"Nonmatching","Partner","1",867,0.867,0,1
"19253",42,"Nonmatching","Partner","1",750,0.75,0,1
"19254",42,"Nonmatching","Partner","1",1034,1.034,1,1
"19255",42,"Nonmatching","Partner","1",734,0.734,1,1
"19256",42,"Nonmatching","Partner","1",600,0.6,1,1
"19257",42,"Nonmatching","Partner","1",883,0.883,1,1
"19258",42,"Nonmatching","Partner","1",600,0.6,1,1
"19259",42,"Nonmatching","Partner","1",634,0.634,1,1
"19260",42,"Nonmatching","Partner","1",734,0.734,1,1
"19261",42,"Nonmatching","Partner","1",584,0.584,1,1
"19262",42,"Nonmatching","Partner","1",617,0.617,1,1
"19263",42,"Nonmatching","Partner","1",967,0.967,1,1
"19264",42,"Nonmatching","Partner","1",950,0.95,1,1
"19265",42,"Nonmatching","Partner","1",800,0.8,0,1
"19266",42,"Nonmatching","Partner","1",867,0.867,0,2
"19267",42,"Nonmatching","Partner","1",617,0.617,0,2
"19268",42,"Nonmatching","Partner","1",800,0.8,1,2
"19269",42,"Nonmatching","Partner","1",567,0.567,1,2
"19270",42,"Nonmatching","Partner","1",600,0.6,1,2
"19271",42,"Nonmatching","Partner","1",750,0.75,1,2
"19272",42,"Nonmatching","Partner","1",750,0.75,1,2
"19273",42,"Nonmatching","Partner","1",684,0.684,1,2
"19274",42,"Nonmatching","Partner","1",1184,1.184,0,2
"19275",42,"Nonmatching","Partner","1",617,0.617,1,2
"19276",42,"Nonmatching","Partner","1",650,0.65,0,2
"19277",42,"Nonmatching","Partner","1",667,0.667,1,2
"19278",42,"Nonmatching","Partner","1",667,0.667,1,2
"19279",42,"Nonmatching","Partner","1",650,0.65,1,2
"19280",42,"Nonmatching","Partner","1",567,0.567,1,2
"19281",42,"Nonmatching","Partner","1",967,0.967,1,2
"19282",42,"Nonmatching","Partner","1",800,0.8,1,2
"19283",42,"Nonmatching","Partner","1",684,0.684,1,2
"19284",42,"Nonmatching","Partner","1",667,0.667,1,2
"19285",42,"Nonmatching","Partner","1",600,0.6,1,2
"19286",42,"Nonmatching","Partner","2",700,0.7,1,1
"19287",42,"Nonmatching","Partner","2",550,0.55,1,1
"19288",42,"Nonmatching","Partner","2",567,0.567,1,1
"19289",42,"Nonmatching","Partner","2",867,0.867,1,1
"19290",42,"Nonmatching","Partner","2",867,0.867,1,1
"19291",42,"Nonmatching","Partner","2",884,0.884,1,1
"19292",42,"Nonmatching","Partner","2",967,0.967,0,1
"19293",42,"Nonmatching","Partner","2",550,0.55,1,1
"19294",42,"Nonmatching","Partner","2",750,0.75,1,1
"19295",42,"Nonmatching","Partner","2",684,0.684,1,1
"19296",42,"Nonmatching","Partner","2",567,0.567,1,1
"19297",42,"Nonmatching","Partner","2",884,0.884,1,1
"19298",42,"Nonmatching","Partner","2",667,0.667,1,1
"19299",42,"Nonmatching","Partner","2",867,0.867,0,1
"19300",42,"Nonmatching","Partner","2",717,0.717,1,1
"19301",42,"Nonmatching","Partner","2",567,0.567,0,1
"19302",42,"Nonmatching","Partner","2",684,0.684,1,1
"19303",42,"Nonmatching","Partner","2",734,0.734,1,1
"19304",42,"Nonmatching","Partner","2",600,0.6,1,1
"19305",42,"Nonmatching","Partner","2",1383,1.383,1,2
"19306",42,"Nonmatching","Partner","2",700,0.7,1,2
"19307",42,"Nonmatching","Partner","2",767,0.767,1,2
"19308",42,"Nonmatching","Partner","2",850,0.85,1,2
"19309",42,"Nonmatching","Partner","2",617,0.617,1,2
"19310",42,"Nonmatching","Partner","2",717,0.717,1,2
"19311",42,"Nonmatching","Partner","2",550,0.55,1,2
"19312",42,"Nonmatching","Partner","2",850,0.85,1,2
"19313",42,"Nonmatching","Partner","2",634,0.634,1,2
"19314",42,"Nonmatching","Partner","2",767,0.767,1,2
"19315",42,"Nonmatching","Partner","2",783,0.783,1,2
"19316",42,"Nonmatching","Partner","2",617,0.617,1,2
"19317",42,"Nonmatching","Partner","2",833,0.833,0,2
"19318",42,"Nonmatching","Partner","2",734,0.734,1,2
"19319",42,"Nonmatching","Partner","2",650,0.65,1,2
"19320",42,"Nonmatching","Partner","2",651,0.651,0,2
"19321",42,"Nonmatching","Partner","2",667,0.667,1,2
"19322",42,"Nonmatching","Partner","2",600,0.6,0,2
"19323",42,"Nonmatching","Partner","2",667,0.667,1,2
"19324",42,"Nonmatching","Partner","2",717,0.717,1,2
"19325",42,"Nonmatching","Stranger","1",684,0.684,1,1
"19326",42,"Nonmatching","Stranger","1",734,0.734,1,1
"19327",42,"Nonmatching","Stranger","1",850,0.85,1,1
"19328",42,"Nonmatching","Stranger","1",684,0.684,1,1
"19329",42,"Nonmatching","Stranger","1",950,0.95,1,1
"19330",42,"Nonmatching","Stranger","1",567,0.567,1,1
"19331",42,"Nonmatching","Stranger","1",634,0.634,1,1
"19332",42,"Nonmatching","Stranger","1",933,0.933,1,1
"19333",42,"Nonmatching","Stranger","1",767,0.767,1,1
"19334",42,"Nonmatching","Stranger","1",634,0.634,1,1
"19335",42,"Nonmatching","Stranger","1",584,0.584,1,1
"19336",42,"Nonmatching","Stranger","1",817,0.817,1,1
"19337",42,"Nonmatching","Stranger","1",600,0.6,1,1
"19338",42,"Nonmatching","Stranger","1",650,0.65,0,1
"19339",42,"Nonmatching","Stranger","1",667,0.667,1,1
"19340",42,"Nonmatching","Stranger","1",734,0.734,1,1
"19341",42,"Nonmatching","Stranger","1",1050,1.05,1,1
"19342",42,"Nonmatching","Stranger","1",550,0.55,1,1
"19343",42,"Nonmatching","Stranger","1",650,0.65,1,1
"19344",42,"Nonmatching","Stranger","1",600,0.6,1,1
"19345",42,"Nonmatching","Stranger","1",1217,1.217,1,2
"19346",42,"Nonmatching","Stranger","1",634,0.634,0,2
"19347",42,"Nonmatching","Stranger","1",717,0.717,1,2
"19348",42,"Nonmatching","Stranger","1",834,0.834,1,2
"19349",42,"Nonmatching","Stranger","1",767,0.767,1,2
"19350",42,"Nonmatching","Stranger","1",867,0.867,1,2
"19351",42,"Nonmatching","Stranger","1",583,0.583,1,2
"19352",42,"Nonmatching","Stranger","1",1117,1.117,1,2
"19353",42,"Nonmatching","Stranger","1",667,0.667,1,2
"19354",42,"Nonmatching","Stranger","1",834,0.834,0,2
"19355",42,"Nonmatching","Stranger","1",734,0.734,1,2
"19356",42,"Nonmatching","Stranger","1",684,0.684,1,2
"19357",42,"Nonmatching","Stranger","1",1167,1.167,1,2
"19358",42,"Nonmatching","Stranger","1",650,0.65,1,2
"19359",42,"Nonmatching","Stranger","1",1000,1,1,2
"19360",42,"Nonmatching","Stranger","1",650,0.65,1,2
"19361",42,"Nonmatching","Stranger","1",1000,1,1,2
"19362",42,"Nonmatching","Stranger","1",634,0.634,1,2
"19363",42,"Nonmatching","Stranger","1",667,0.667,1,2
"19364",42,"Nonmatching","Stranger","1",1033,1.033,1,2
"19365",42,"Nonmatching","Stranger","2",584,0.584,0,1
"19366",42,"Nonmatching","Stranger","2",550,0.55,1,1
"19367",42,"Nonmatching","Stranger","2",567,0.567,1,1
"19368",42,"Nonmatching","Stranger","2",784,0.784,1,1
"19369",42,"Nonmatching","Stranger","2",734,0.734,1,1
"19370",42,"Nonmatching","Stranger","2",567,0.567,1,1
"19371",42,"Nonmatching","Stranger","2",717,0.717,1,1
"19372",42,"Nonmatching","Stranger","2",584,0.584,1,1
"19373",42,"Nonmatching","Stranger","2",584,0.584,1,1
"19374",42,"Nonmatching","Stranger","2",600,0.6,1,1
"19375",42,"Nonmatching","Stranger","2",617,0.617,1,1
"19376",42,"Nonmatching","Stranger","2",817,0.817,1,1
"19377",42,"Nonmatching","Stranger","2",1000,1,1,1
"19378",42,"Nonmatching","Stranger","2",817,0.817,1,1
"19379",42,"Nonmatching","Stranger","2",584,0.584,1,1
"19380",42,"Nonmatching","Stranger","2",567,0.567,1,1
"19381",42,"Nonmatching","Stranger","2",884,0.884,1,1
"19382",42,"Nonmatching","Stranger","2",634,0.634,1,1
"19383",42,"Nonmatching","Stranger","2",917,0.917,1,1
"19384",42,"Nonmatching","Stranger","2",584,0.584,1,1
"19385",42,"Nonmatching","Stranger","2",750,0.75,1,2
"19386",42,"Nonmatching","Stranger","2",683,0.683,1,2
"19387",42,"Nonmatching","Stranger","2",1150,1.15,1,2
"19388",42,"Nonmatching","Stranger","2",634,0.634,1,2
"19389",42,"Nonmatching","Stranger","2",1383,1.383,1,2
"19390",42,"Nonmatching","Stranger","2",883,0.883,1,2
"19391",42,"Nonmatching","Stranger","2",767,0.767,1,2
"19392",42,"Nonmatching","Stranger","2",767,0.767,1,2
"19393",42,"Nonmatching","Stranger","2",634,0.634,1,2
"19394",42,"Nonmatching","Stranger","2",667,0.667,1,2
"19395",42,"Nonmatching","Stranger","2",617,0.617,1,2
"19396",42,"Nonmatching","Stranger","2",650,0.65,1,2
"19397",42,"Nonmatching","Stranger","2",634,0.634,1,2
"19398",42,"Nonmatching","Stranger","2",550,0.55,0,2
"19399",42,"Nonmatching","Stranger","2",651,0.651,1,2
"19400",42,"Nonmatching","Stranger","2",534,0.534,1,2
"19401",42,"Nonmatching","Stranger","2",1184,1.184,1,2
"19402",42,"Nonmatching","Stranger","2",967,0.967,1,2
"19403",42,"Nonmatching","Stranger","2",983,0.983,1,2
"19404",42,"Nonmatching","Stranger","2",567,0.567,1,2
"19405",43,"Matching","Self","1",650,0.65,1,1
"19406",43,"Matching","Self","1",1150,1.15,1,1
"19407",43,"Matching","Self","1",967,0.967,1,1
"19408",43,"Matching","Self","1",933,0.933,1,1
"19409",43,"Matching","Self","1",784,0.784,1,1
"19410",43,"Matching","Self","1",617,0.617,1,1
"19411",43,"Matching","Self","1",567,0.567,1,1
"19412",43,"Matching","Self","1",700,0.7,1,1
"19413",43,"Matching","Self","1",567,0.567,1,1
"19414",43,"Matching","Self","1",883,0.883,1,1
"19415",43,"Matching","Self","1",633,0.633,1,1
"19416",43,"Matching","Self","1",684,0.684,1,1
"19417",43,"Matching","Self","1",667,0.667,1,1
"19418",43,"Matching","Self","1",650,0.65,1,1
"19419",43,"Matching","Self","1",600,0.6,1,1
"19420",43,"Matching","Self","1",934,0.934,1,1
"19421",43,"Matching","Self","1",701,0.701,0,1
"19422",43,"Matching","Self","1",733,0.733,1,1
"19423",43,"Matching","Self","1",750,0.75,1,1
"19424",43,"Matching","Self","1",500,0.5,1,2
"19425",43,"Matching","Self","1",717,0.717,1,2
"19426",43,"Matching","Self","1",634,0.634,1,2
"19427",43,"Matching","Self","1",550,0.55,1,2
"19428",43,"Matching","Self","1",567,0.567,1,2
"19429",43,"Matching","Self","1",617,0.617,1,2
"19430",43,"Matching","Self","1",667,0.667,1,2
"19431",43,"Matching","Self","1",600,0.6,0,2
"19432",43,"Matching","Self","1",817,0.817,0,2
"19433",43,"Matching","Self","1",534,0.534,1,2
"19434",43,"Matching","Self","1",667,0.667,0,2
"19435",43,"Matching","Self","1",651,0.651,0,2
"19436",43,"Matching","Self","1",750,0.75,1,2
"19437",43,"Matching","Self","1",1334,1.334,1,2
"19438",43,"Matching","Self","1",1367,1.367,1,2
"19439",43,"Matching","Self","1",633,0.633,1,2
"19440",43,"Matching","Self","1",950,0.95,1,2
"19441",43,"Matching","Self","1",667,0.667,1,2
"19442",43,"Matching","Self","1",833,0.833,1,2
"19443",43,"Matching","Self","2",700,0.7,1,1
"19444",43,"Matching","Self","2",667,0.667,1,1
"19445",43,"Matching","Self","2",650,0.65,1,1
"19446",43,"Matching","Self","2",800,0.8,1,1
"19447",43,"Matching","Self","2",767,0.767,0,1
"19448",43,"Matching","Self","2",683,0.683,1,1
"19449",43,"Matching","Self","2",1150,1.15,0,1
"19450",43,"Matching","Self","2",600,0.6,0,1
"19451",43,"Matching","Self","2",484,0.484,1,1
"19452",43,"Matching","Self","2",717,0.717,0,1
"19453",43,"Matching","Self","2",617,0.617,1,1
"19454",43,"Matching","Self","2",584,0.584,1,1
"19455",43,"Matching","Self","2",700,0.7,1,1
"19456",43,"Matching","Self","2",450,0.45,1,1
"19457",43,"Matching","Self","2",767,0.767,1,1
"19458",43,"Matching","Self","2",484,0.484,1,1
"19459",43,"Matching","Self","2",617,0.617,1,1
"19460",43,"Matching","Self","2",734,0.734,1,1
"19461",43,"Matching","Self","2",684,0.684,1,1
"19462",43,"Matching","Self","2",884,0.884,1,1
"19463",43,"Matching","Self","2",700,0.7,1,2
"19464",43,"Matching","Self","2",800,0.8,1,2
"19465",43,"Matching","Self","2",817,0.817,1,2
"19466",43,"Matching","Self","2",567,0.567,1,2
"19467",43,"Matching","Self","2",617,0.617,0,2
"19468",43,"Matching","Self","2",1400,1.4,1,2
"19469",43,"Matching","Self","2",584,0.584,1,2
"19470",43,"Matching","Self","2",1000,1,1,2
"19471",43,"Matching","Self","2",717,0.717,1,2
"19472",43,"Matching","Self","2",617,0.617,1,2
"19473",43,"Matching","Self","2",617,0.617,1,2
"19474",43,"Matching","Self","2",467,0.467,1,2
"19475",43,"Matching","Self","2",550,0.55,1,2
"19476",43,"Matching","Self","2",617,0.617,1,2
"19477",43,"Matching","Self","2",700,0.7,0,2
"19478",43,"Matching","Self","2",1083,1.083,1,2
"19479",43,"Matching","Self","2",800,0.8,1,2
"19480",43,"Matching","Self","2",700,0.7,1,2
"19481",43,"Matching","Self","2",583,0.583,0,2
"19482",43,"Matching","Self","2",767,0.767,1,2
"19483",43,"Matching","Partner","1",700,0.7,0,1
"19484",43,"Matching","Partner","1",684,0.684,1,1
"19485",43,"Matching","Partner","1",684,0.684,1,1
"19486",43,"Matching","Partner","1",1067,1.067,1,1
"19487",43,"Matching","Partner","1",900,0.9,0,1
"19488",43,"Matching","Partner","1",1017,1.017,1,1
"19489",43,"Matching","Partner","1",783,0.783,1,1
"19490",43,"Matching","Partner","1",684,0.684,1,1
"19491",43,"Matching","Partner","1",1017,1.017,1,1
"19492",43,"Matching","Partner","1",767,0.767,1,1
"19493",43,"Matching","Partner","1",733,0.733,1,1
"19494",43,"Matching","Partner","1",717,0.717,0,1
"19495",43,"Matching","Partner","1",750,0.75,1,1
"19496",43,"Matching","Partner","1",883,0.883,1,1
"19497",43,"Matching","Partner","1",1000,1,1,1
"19498",43,"Matching","Partner","1",1233,1.233,1,1
"19499",43,"Matching","Partner","1",800,0.8,1,1
"19500",43,"Matching","Partner","1",800,0.8,1,1
"19501",43,"Matching","Partner","1",650,0.65,0,1
"19502",43,"Matching","Partner","1",684,0.684,1,2
"19503",43,"Matching","Partner","1",934,0.934,0,2
"19504",43,"Matching","Partner","1",800,0.8,0,2
"19505",43,"Matching","Partner","1",617,0.617,1,2
"19506",43,"Matching","Partner","1",567,0.567,1,2
"19507",43,"Matching","Partner","1",800,0.8,1,2
"19508",43,"Matching","Partner","1",1234,1.234,1,2
"19509",43,"Matching","Partner","1",767,0.767,1,2
"19510",43,"Matching","Partner","1",834,0.834,1,2
"19511",43,"Matching","Partner","1",784,0.784,1,2
"19512",43,"Matching","Partner","1",567,0.567,1,2
"19513",43,"Matching","Partner","1",550,0.55,1,2
"19514",43,"Matching","Partner","1",1217,1.217,1,2
"19515",43,"Matching","Partner","1",867,0.867,1,2
"19516",43,"Matching","Partner","1",834,0.834,1,2
"19517",43,"Matching","Partner","1",983,0.983,1,2
"19518",43,"Matching","Partner","1",567,0.567,1,2
"19519",43,"Matching","Partner","1",467,0.467,1,2
"19520",43,"Matching","Partner","2",700,0.7,1,1
"19521",43,"Matching","Partner","2",1334,1.334,0,1
"19522",43,"Matching","Partner","2",667,0.667,0,1
"19523",43,"Matching","Partner","2",1017,1.017,1,1
"19524",43,"Matching","Partner","2",1367,1.367,1,1
"19525",43,"Matching","Partner","2",784,0.784,1,1
"19526",43,"Matching","Partner","2",1084,1.084,1,1
"19527",43,"Matching","Partner","2",700,0.7,1,1
"19528",43,"Matching","Partner","2",600,0.6,1,1
"19529",43,"Matching","Partner","2",700,0.7,1,1
"19530",43,"Matching","Partner","2",700,0.7,1,1
"19531",43,"Matching","Partner","2",1034,1.034,1,1
"19532",43,"Matching","Partner","2",800,0.8,1,1
"19533",43,"Matching","Partner","2",683,0.683,1,1
"19534",43,"Matching","Partner","2",700,0.7,1,1
"19535",43,"Matching","Partner","2",1284,1.284,1,1
"19536",43,"Matching","Partner","2",850,0.85,1,1
"19537",43,"Matching","Partner","2",634,0.634,1,1
"19538",43,"Matching","Partner","2",634,0.634,0,2
"19539",43,"Matching","Partner","2",884,0.884,1,2
"19540",43,"Matching","Partner","2",1067,1.067,0,2
"19541",43,"Matching","Partner","2",750,0.75,1,2
"19542",43,"Matching","Partner","2",1200,1.2,1,2
"19543",43,"Matching","Partner","2",967,0.967,1,2
"19544",43,"Matching","Partner","2",717,0.717,0,2
"19545",43,"Matching","Partner","2",767,0.767,1,2
"19546",43,"Matching","Partner","2",1117,1.117,1,2
"19547",43,"Matching","Partner","2",734,0.734,1,2
"19548",43,"Matching","Partner","2",717,0.717,1,2
"19549",43,"Matching","Partner","2",634,0.634,1,2
"19550",43,"Matching","Partner","2",817,0.817,1,2
"19551",43,"Matching","Partner","2",617,0.617,1,2
"19552",43,"Matching","Partner","2",800,0.8,1,2
"19553",43,"Matching","Partner","2",917,0.917,1,2
"19554",43,"Matching","Partner","2",717,0.717,1,2
"19555",43,"Matching","Stranger","1",950,0.95,1,1
"19556",43,"Matching","Stranger","1",717,0.717,1,1
"19557",43,"Matching","Stranger","1",717,0.717,1,1
"19558",43,"Matching","Stranger","1",883,0.883,1,1
"19559",43,"Matching","Stranger","1",817,0.817,1,1
"19560",43,"Matching","Stranger","1",967,0.967,1,1
"19561",43,"Matching","Stranger","1",884,0.884,1,1
"19562",43,"Matching","Stranger","1",917,0.917,1,1
"19563",43,"Matching","Stranger","1",1250,1.25,1,1
"19564",43,"Matching","Stranger","1",467,0.467,0,1
"19565",43,"Matching","Stranger","1",567,0.567,1,1
"19566",43,"Matching","Stranger","1",417,0.417,0,1
"19567",43,"Matching","Stranger","1",767,0.767,1,1
"19568",43,"Matching","Stranger","1",784,0.784,1,1
"19569",43,"Matching","Stranger","1",817,0.817,1,1
"19570",43,"Matching","Stranger","1",567,0.567,1,1
"19571",43,"Matching","Stranger","1",634,0.634,1,1
"19572",43,"Matching","Stranger","1",950,0.95,1,1
"19573",43,"Matching","Stranger","1",700,0.7,1,2
"19574",43,"Matching","Stranger","1",650,0.65,1,2
"19575",43,"Matching","Stranger","1",1084,1.084,1,2
"19576",43,"Matching","Stranger","1",934,0.934,1,2
"19577",43,"Matching","Stranger","1",667,0.667,1,2
"19578",43,"Matching","Stranger","1",634,0.634,1,2
"19579",43,"Matching","Stranger","1",634,0.634,1,2
"19580",43,"Matching","Stranger","1",1067,1.067,1,2
"19581",43,"Matching","Stranger","1",617,0.617,1,2
"19582",43,"Matching","Stranger","1",634,0.634,1,2
"19583",43,"Matching","Stranger","1",1217,1.217,1,2
"19584",43,"Matching","Stranger","1",667,0.667,1,2
"19585",43,"Matching","Stranger","1",667,0.667,1,2
"19586",43,"Matching","Stranger","1",684,0.684,0,2
"19587",43,"Matching","Stranger","1",1000,1,1,2
"19588",43,"Matching","Stranger","1",700,0.7,0,2
"19589",43,"Matching","Stranger","1",1267,1.267,1,2
"19590",43,"Matching","Stranger","2",634,0.634,0,1
"19591",43,"Matching","Stranger","2",800,0.8,1,1
"19592",43,"Matching","Stranger","2",900,0.9,1,1
"19593",43,"Matching","Stranger","2",650,0.65,1,1
"19594",43,"Matching","Stranger","2",984,0.984,1,1
"19595",43,"Matching","Stranger","2",1017,1.017,1,1
"19596",43,"Matching","Stranger","2",733,0.733,1,1
"19597",43,"Matching","Stranger","2",834,0.834,1,1
"19598",43,"Matching","Stranger","2",800,0.8,1,1
"19599",43,"Matching","Stranger","2",767,0.767,1,1
"19600",43,"Matching","Stranger","2",850,0.85,1,1
"19601",43,"Matching","Stranger","2",634,0.634,1,1
"19602",43,"Matching","Stranger","2",1167,1.167,1,1
"19603",43,"Matching","Stranger","2",634,0.634,1,1
"19604",43,"Matching","Stranger","2",684,0.684,1,1
"19605",43,"Matching","Stranger","2",1017,1.017,1,1
"19606",43,"Matching","Stranger","2",834,0.834,1,1
"19607",43,"Matching","Stranger","2",550,0.55,1,1
"19608",43,"Matching","Stranger","2",617,0.617,0,1
"19609",43,"Matching","Stranger","2",1200,1.2,1,2
"19610",43,"Matching","Stranger","2",667,0.667,1,2
"19611",43,"Matching","Stranger","2",1183,1.183,1,2
"19612",43,"Matching","Stranger","2",734,0.734,1,2
"19613",43,"Matching","Stranger","2",734,0.734,1,2
"19614",43,"Matching","Stranger","2",684,0.684,1,2
"19615",43,"Matching","Stranger","2",684,0.684,1,2
"19616",43,"Matching","Stranger","2",784,0.784,1,2
"19617",43,"Matching","Stranger","2",601,0.601,0,2
"19618",43,"Matching","Stranger","2",517,0.517,1,2
"19619",43,"Matching","Stranger","2",667,0.667,1,2
"19620",43,"Matching","Stranger","2",701,0.701,1,2
"19621",43,"Matching","Stranger","2",650,0.65,1,2
"19622",43,"Matching","Stranger","2",1367,1.367,1,2
"19623",43,"Matching","Stranger","2",567,0.567,1,2
"19624",43,"Matching","Stranger","2",750,0.75,1,2
"19625",43,"Matching","Stranger","2",1134,1.134,1,2
"19626",43,"Matching","Stranger","2",650,0.65,1,2
"19627",43,"Matching","Stranger","2",733,0.733,1,2
"19628",43,"Matching","Stranger","2",484,0.484,1,2
"19629",43,"Nonmatching","Self","1",734,0.734,1,1
"19630",43,"Nonmatching","Self","1",617,0.617,1,1
"19631",43,"Nonmatching","Self","1",867,0.867,1,1
"19632",43,"Nonmatching","Self","1",600,0.6,1,1
"19633",43,"Nonmatching","Self","1",817,0.817,1,1
"19634",43,"Nonmatching","Self","1",850,0.85,1,1
"19635",43,"Nonmatching","Self","1",950,0.95,1,1
"19636",43,"Nonmatching","Self","1",934,0.934,1,1
"19637",43,"Nonmatching","Self","1",634,0.634,1,1
"19638",43,"Nonmatching","Self","1",917,0.917,1,1
"19639",43,"Nonmatching","Self","1",967,0.967,1,1
"19640",43,"Nonmatching","Self","1",684,0.684,1,1
"19641",43,"Nonmatching","Self","1",750,0.75,1,1
"19642",43,"Nonmatching","Self","1",967,0.967,1,1
"19643",43,"Nonmatching","Self","1",601,0.601,1,1
"19644",43,"Nonmatching","Self","1",967,0.967,1,1
"19645",43,"Nonmatching","Self","1",800,0.8,1,1
"19646",43,"Nonmatching","Self","1",667,0.667,1,1
"19647",43,"Nonmatching","Self","1",684,0.684,1,1
"19648",43,"Nonmatching","Self","1",917,0.917,1,2
"19649",43,"Nonmatching","Self","1",667,0.667,1,2
"19650",43,"Nonmatching","Self","1",1200,1.2,1,2
"19651",43,"Nonmatching","Self","1",634,0.634,1,2
"19652",43,"Nonmatching","Self","1",800,0.8,1,2
"19653",43,"Nonmatching","Self","1",867,0.867,1,2
"19654",43,"Nonmatching","Self","1",734,0.734,1,2
"19655",43,"Nonmatching","Self","1",750,0.75,1,2
"19656",43,"Nonmatching","Self","1",800,0.8,1,2
"19657",43,"Nonmatching","Self","1",767,0.767,1,2
"19658",43,"Nonmatching","Self","1",667,0.667,1,2
"19659",43,"Nonmatching","Self","1",867,0.867,1,2
"19660",43,"Nonmatching","Self","1",717,0.717,1,2
"19661",43,"Nonmatching","Self","1",767,0.767,1,2
"19662",43,"Nonmatching","Self","1",1217,1.217,1,2
"19663",43,"Nonmatching","Self","1",667,0.667,1,2
"19664",43,"Nonmatching","Self","1",717,0.717,1,2
"19665",43,"Nonmatching","Self","1",1150,1.15,1,2
"19666",43,"Nonmatching","Self","1",584,0.584,1,2
"19667",43,"Nonmatching","Self","1",734,0.734,1,2
"19668",43,"Nonmatching","Self","2",967,0.967,1,1
"19669",43,"Nonmatching","Self","2",600,0.6,1,1
"19670",43,"Nonmatching","Self","2",700,0.7,1,1
"19671",43,"Nonmatching","Self","2",917,0.917,1,1
"19672",43,"Nonmatching","Self","2",567,0.567,1,1
"19673",43,"Nonmatching","Self","2",917,0.917,1,1
"19674",43,"Nonmatching","Self","2",817,0.817,1,1
"19675",43,"Nonmatching","Self","2",667,0.667,1,1
"19676",43,"Nonmatching","Self","2",767,0.767,1,1
"19677",43,"Nonmatching","Self","2",650,0.65,1,1
"19678",43,"Nonmatching","Self","2",634,0.634,1,1
"19679",43,"Nonmatching","Self","2",617,0.617,1,1
"19680",43,"Nonmatching","Self","2",684,0.684,1,1
"19681",43,"Nonmatching","Self","2",733,0.733,1,1
"19682",43,"Nonmatching","Self","2",867,0.867,1,1
"19683",43,"Nonmatching","Self","2",650,0.65,1,1
"19684",43,"Nonmatching","Self","2",734,0.734,1,1
"19685",43,"Nonmatching","Self","2",850,0.85,1,1
"19686",43,"Nonmatching","Self","2",750,0.75,1,1
"19687",43,"Nonmatching","Self","2",584,0.584,1,1
"19688",43,"Nonmatching","Self","2",650,0.65,1,2
"19689",43,"Nonmatching","Self","2",917,0.917,1,2
"19690",43,"Nonmatching","Self","2",750,0.75,1,2
"19691",43,"Nonmatching","Self","2",917,0.917,1,2
"19692",43,"Nonmatching","Self","2",817,0.817,1,2
"19693",43,"Nonmatching","Self","2",800,0.8,1,2
"19694",43,"Nonmatching","Self","2",1117,1.117,1,2
"19695",43,"Nonmatching","Self","2",683,0.683,1,2
"19696",43,"Nonmatching","Self","2",950,0.95,0,2
"19697",43,"Nonmatching","Self","2",950,0.95,1,2
"19698",43,"Nonmatching","Self","2",700,0.7,1,2
"19699",43,"Nonmatching","Self","2",617,0.617,1,2
"19700",43,"Nonmatching","Self","2",917,0.917,1,2
"19701",43,"Nonmatching","Self","2",750,0.75,1,2
"19702",43,"Nonmatching","Self","2",917,0.917,1,2
"19703",43,"Nonmatching","Self","2",617,0.617,0,2
"19704",43,"Nonmatching","Self","2",600,0.6,1,2
"19705",43,"Nonmatching","Self","2",967,0.967,1,2
"19706",43,"Nonmatching","Self","2",700,0.7,1,2
"19707",43,"Nonmatching","Self","2",734,0.734,0,2
"19708",43,"Nonmatching","Partner","1",584,0.584,0,1
"19709",43,"Nonmatching","Partner","1",800,0.8,1,1
"19710",43,"Nonmatching","Partner","1",567,0.567,1,1
"19711",43,"Nonmatching","Partner","1",733,0.733,1,1
"19712",43,"Nonmatching","Partner","1",600,0.6,0,1
"19713",43,"Nonmatching","Partner","1",617,0.617,1,1
"19714",43,"Nonmatching","Partner","1",767,0.767,1,1
"19715",43,"Nonmatching","Partner","1",550,0.55,1,1
"19716",43,"Nonmatching","Partner","1",684,0.684,1,1
"19717",43,"Nonmatching","Partner","1",717,0.717,1,1
"19718",43,"Nonmatching","Partner","1",884,0.884,1,1
"19719",43,"Nonmatching","Partner","1",734,0.734,1,1
"19720",43,"Nonmatching","Partner","1",784,0.784,1,1
"19721",43,"Nonmatching","Partner","1",650,0.65,1,1
"19722",43,"Nonmatching","Partner","1",617,0.617,1,1
"19723",43,"Nonmatching","Partner","1",1050,1.05,1,1
"19724",43,"Nonmatching","Partner","1",950,0.95,1,1
"19725",43,"Nonmatching","Partner","1",750,0.75,1,1
"19726",43,"Nonmatching","Partner","1",684,0.684,1,1
"19727",43,"Nonmatching","Partner","1",1317,1.317,1,1
"19728",43,"Nonmatching","Partner","1",817,0.817,1,2
"19729",43,"Nonmatching","Partner","1",684,0.684,1,2
"19730",43,"Nonmatching","Partner","1",784,0.784,1,2
