"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",764,0.764,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",1104,1.104,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",912,0.912,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1499,1.499,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1171,1.171,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",741,0.741,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",677,0.677,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",948,0.948,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",816,0.816,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",836,0.836,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",588,0.588,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","x",1500,1.5,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",884,0.884,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",581,0.581,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",600,0.6,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",957,0.957,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",993,0.993,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1499,1.499,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",951,0.951,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",779,0.779,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",841,0.841,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1065,1.065,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",778,0.778,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",886,0.886,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",903,0.903,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1164,1.164,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",929,0.929,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1175,1.175,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",905,0.905,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",815,0.815,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1114,1.114,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",912,0.912,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1311,1.311,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",725,0.725,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",835,0.835,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",677,0.677,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",685,0.685,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1286,1.286,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",811,0.811,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",902,0.902,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1262,1.262,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",988,0.988,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1024,1.024,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",896,0.896,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",897,0.897,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",798,0.798,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",900,0.9,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",825,0.825,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",860,0.86,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",813,0.813,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",871,0.871,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1127,1.127,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1500,1.5,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1176,1.176,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",741,0.741,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",770,0.77,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1351,1.351,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",969,0.969,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",982,0.982,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",905,0.905,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",687,0.687,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",839,0.839,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",792,0.792,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",620,0.62,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",702,0.702,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",942,0.942,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1498,1.498,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",703,0.703,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1174,1.174,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",1298,1.298,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",855,0.855,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1500,1.5,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",680,0.68,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",776,0.776,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1372,1.372,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",951,0.951,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",780,0.78,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",743,0.743,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",941,0.941,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",803,0.803,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",838,0.838,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",903,0.903,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",926,0.926,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1085,1.085,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1115,1.115,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1097,1.097,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1231,1.231,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",897,0.897,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",913,0.913,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",903,0.903,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",933,0.933,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",810,0.81,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",973,0.973,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",834,0.834,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1043,1.043,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",933,0.933,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",968,0.968,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",629,0.629,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",767,0.767,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",772,0.772,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",1009,1.009,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",763,0.763,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",881,0.881,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1231,1.231,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",937,0.937,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",807,0.807,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1466,1.466,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",560,0.56,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",759,0.759,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",794,0.794,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",950,0.95,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1051,1.051,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",555,0.555,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",785,0.785,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",740,0.74,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",653,0.653,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",735,0.735,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",805,0.805,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",632,0.632,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",970,0.97,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",797,0.797,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1498,1.498,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",707,0.707,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",537,0.537,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",704,0.704,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",550,0.55,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",637,0.637,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",902,0.902,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",526,0.526,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",580,0.58,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",800,0.8,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",683,0.683,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",796,0.796,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",703,0.703,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","m",784,0.784,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",971,0.971,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",679,0.679,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",695,0.695,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","m",775,0.775,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",820,0.82,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",814,0.814,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",664,0.664,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",778,0.778,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","z",726,0.726,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",828,0.828,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",831,0.831,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",736,0.736,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",782,0.782,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",763,0.763,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",927,0.927,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",774,0.774,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",690,0.69,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",971,0.971,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",717,0.717,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",884,0.884,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",802,0.802,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",869,0.869,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",830,0.83,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1217,1.217,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",882,0.882,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",849,0.849,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",793,0.793,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",901,0.901,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1132,1.132,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",706,0.706,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","z",705,0.705,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",832,0.832,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",746,0.746,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",1024,1.024,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",993,0.993,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",939,0.939,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",794,0.794,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",757,0.757,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",961,0.961,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",863,0.863,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",799,0.799,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",578,0.578,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",735,0.735,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",798,0.798,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","z",848,0.848,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",697,0.697,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",777,0.777,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",910,0.91,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","m",1316,1.316,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",730,0.73,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",704,0.704,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",936,0.936,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",733,0.733,1
