"X","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC","Mood","Arouse","Valence"
7770,30,"Nonmatching","Celebrity",1,486,0.486,1,3,1,1
7771,30,"Nonmatching","Celebrity",1,343,0.343,0,3,1,1
7772,30,"Nonmatching","Celebrity",2,664,0.664,0,1,5,3
7773,30,"Nonmatching","Celebrity",2,524,0.524,1,1,5,3
7774,30,"Nonmatching","Celebrity",2,477,0.477,1,1,5,3
7775,30,"Nonmatching","Celebrity",2,470,0.47,1,1,5,3
7776,30,"Nonmatching","Celebrity",2,521,0.521,1,1,5,3
7777,30,"Nonmatching","Celebrity",2,745,0.745,1,1,5,3
7778,30,"Nonmatching","Celebrity",2,686,0.686,1,1,5,3
7779,30,"Nonmatching","Celebrity",2,526,0.526,0,1,5,3
7780,30,"Nonmatching","Celebrity",2,356,0.356,0,1,5,3
7781,30,"Nonmatching","Celebrity",2,976,0.976,1,1,5,3
7782,30,"Nonmatching","Celebrity",2,644,0.644,1,1,5,3
7783,30,"Nonmatching","Celebrity",2,627,0.627,1,1,5,3
7784,30,"Nonmatching","Celebrity",2,638,0.638,1,1,5,3
7785,30,"Nonmatching","Celebrity",2,599,0.599,1,1,5,3
7786,30,"Nonmatching","Celebrity",2,345,0.345,0,1,5,3
7787,30,"Nonmatching","Celebrity",2,328,0.328,1,1,5,3
7788,30,"Nonmatching","Celebrity",2,490,0.49,1,1,5,3
7789,30,"Nonmatching","Celebrity",2,453,0.453,1,1,5,3
7790,30,"Nonmatching","Celebrity",2,458,0.458,1,1,5,3
7791,30,"Nonmatching","Celebrity",2,419,0.419,0,1,5,3
7792,30,"Nonmatching","Celebrity",2,600,0.6,1,1,5,3
7793,30,"Nonmatching","Celebrity",2,610,0.61,1,1,5,3
7794,30,"Nonmatching","Celebrity",3,646,0.646,1,4,3,7
7795,30,"Nonmatching","Celebrity",3,497,0.497,1,4,3,7
7796,30,"Nonmatching","Celebrity",3,637,0.637,1,4,3,7
7797,30,"Nonmatching","Celebrity",3,411,0.411,0,4,3,7
7798,30,"Nonmatching","Celebrity",3,642,0.642,1,4,3,7
7799,30,"Nonmatching","Celebrity",3,461,0.461,1,4,3,7
7800,30,"Nonmatching","Celebrity",3,406,0.406,1,4,3,7
7801,30,"Nonmatching","Celebrity",3,545,0.545,1,4,3,7
7802,30,"Nonmatching","Celebrity",3,557,0.557,1,4,3,7
7803,30,"Nonmatching","Celebrity",3,538,0.538,1,4,3,7
7804,30,"Nonmatching","Celebrity",3,734,0.734,0,4,3,7
7805,30,"Nonmatching","Celebrity",3,607,0.607,0,4,3,7
7806,30,"Nonmatching","Celebrity",3,516,0.516,0,4,3,7
7807,30,"Nonmatching","Celebrity",3,304,0.304,0,4,3,7
7808,30,"Nonmatching","Celebrity",3,441,0.441,0,4,3,7
7809,30,"Nonmatching","Celebrity",3,533,0.533,0,4,3,7
7810,30,"Nonmatching","Celebrity",3,615,0.615,1,4,3,7
7811,30,"Nonmatching","Celebrity",3,705,0.705,0,4,3,7
7812,30,"Nonmatching","Celebrity",3,702,0.702,1,4,3,7
7813,30,"Nonmatching","Celebrity",3,375,0.375,0,4,3,7
7814,30,"Nonmatching","Celebrity",3,823,0.823,0,4,3,7
7815,30,"Nonmatching","Celebrity",3,728,0.728,1,4,3,7
7816,30,"Nonmatching","Celebrity",4,629,0.629,0,2,5,6
7817,30,"Nonmatching","Celebrity",4,553,0.553,0,2,5,6
7818,30,"Nonmatching","Celebrity",4,610,0.61,1,2,5,6
7819,30,"Nonmatching","Celebrity",4,723,0.723,0,2,5,6
7820,30,"Nonmatching","Celebrity",4,386,0.386,0,2,5,6
7821,30,"Nonmatching","Celebrity",4,347,0.347,1,2,5,6
7822,30,"Nonmatching","Celebrity",4,606,0.606,1,2,5,6
7823,30,"Nonmatching","Celebrity",4,499,0.499,1,2,5,6
7824,30,"Nonmatching","Celebrity",4,442,0.442,0,2,5,6
7825,30,"Nonmatching","Celebrity",4,645,0.645,0,2,5,6
7826,30,"Nonmatching","Celebrity",4,773,0.773,1,2,5,6
7827,30,"Nonmatching","Celebrity",4,551,0.551,1,2,5,6
7828,30,"Nonmatching","Celebrity",4,947,0.947,0,2,5,6
7829,30,"Nonmatching","Celebrity",4,433,0.433,1,2,5,6
7830,30,"Nonmatching","Celebrity",4,687,0.687,0,2,5,6
7831,30,"Nonmatching","Celebrity",4,963,0.963,1,2,5,6
7832,30,"Nonmatching","Celebrity",4,545,0.545,1,2,5,6
7833,30,"Nonmatching","Celebrity",4,473,0.473,1,2,5,6
7834,30,"Nonmatching","Celebrity",4,708,0.708,0,2,5,6
7835,30,"Nonmatching","Celebrity",4,667,0.667,1,2,5,6
7836,30,"Nonmatching","Celebrity",4,384,0.384,0,2,5,6
7837,30,"Nonmatching","Celebrity",4,569,0.569,0,2,5,6
7838,30,"Nonmatching","Celebrity",4,795,0.795,1,2,5,6
7839,30,"Nonmatching","Celebrity",4,520,0.52,0,2,5,6
7840,30,"Nonmatching","Stranger",1,668,0.668,1,3,1,1
7841,30,"Nonmatching","Stranger",1,627,0.627,1,3,1,1
7842,30,"Nonmatching","Stranger",1,673,0.673,1,3,1,1
7843,30,"Nonmatching","Stranger",1,948,0.948,1,3,1,1
7844,30,"Nonmatching","Stranger",1,653,0.653,1,3,1,1
7845,30,"Nonmatching","Stranger",1,885,0.885,1,3,1,1
7846,30,"Nonmatching","Stranger",1,768,0.768,1,3,1,1
7847,30,"Nonmatching","Stranger",1,781,0.781,1,3,1,1
7848,30,"Nonmatching","Stranger",1,651,0.651,1,3,1,1
7849,30,"Nonmatching","Stranger",1,744,0.744,1,3,1,1
7850,30,"Nonmatching","Stranger",1,485,0.485,1,3,1,1
7851,30,"Nonmatching","Stranger",1,572,0.572,1,3,1,1
7852,30,"Nonmatching","Stranger",1,932,0.932,1,3,1,1
7853,30,"Nonmatching","Stranger",1,453,0.453,1,3,1,1
7854,30,"Nonmatching","Stranger",1,547,0.547,1,3,1,1
7855,30,"Nonmatching","Stranger",1,663,0.663,1,3,1,1
7856,30,"Nonmatching","Stranger",1,548,0.548,1,3,1,1
7857,30,"Nonmatching","Stranger",1,742,0.742,1,3,1,1
7858,30,"Nonmatching","Stranger",1,682,0.682,1,3,1,1
7859,30,"Nonmatching","Stranger",1,507,0.507,1,3,1,1
7860,30,"Nonmatching","Stranger",1,566,0.566,0,3,1,1
7861,30,"Nonmatching","Stranger",1,528,0.528,1,3,1,1
7862,30,"Nonmatching","Stranger",1,806,0.806,1,3,1,1
7863,30,"Nonmatching","Stranger",1,617,0.617,1,3,1,1
7864,30,"Nonmatching","Stranger",2,420,0.42,1,1,5,3
7865,30,"Nonmatching","Stranger",2,666,0.666,1,1,5,3
7866,30,"Nonmatching","Stranger",2,486,0.486,1,1,5,3
7867,30,"Nonmatching","Stranger",2,603,0.603,1,1,5,3
7868,30,"Nonmatching","Stranger",2,743,0.743,1,1,5,3
7869,30,"Nonmatching","Stranger",2,766,0.766,1,1,5,3
7870,30,"Nonmatching","Stranger",2,774,0.774,1,1,5,3
7871,30,"Nonmatching","Stranger",2,921,0.921,1,1,5,3
7872,30,"Nonmatching","Stranger",2,609,0.609,1,1,5,3
7873,30,"Nonmatching","Stranger",2,462,0.462,0,1,5,3
7874,30,"Nonmatching","Stranger",2,503,0.503,1,1,5,3
7875,30,"Nonmatching","Stranger",2,593,0.593,1,1,5,3
7876,30,"Nonmatching","Stranger",2,481,0.481,0,1,5,3
7877,30,"Nonmatching","Stranger",2,947,0.947,1,1,5,3
7878,30,"Nonmatching","Stranger",2,620,0.62,1,1,5,3
7879,30,"Nonmatching","Stranger",2,459,0.459,1,1,5,3
7880,30,"Nonmatching","Stranger",2,887,0.887,1,1,5,3
7881,30,"Nonmatching","Stranger",2,655,0.655,1,1,5,3
7882,30,"Nonmatching","Stranger",2,777,0.777,1,1,5,3
7883,30,"Nonmatching","Stranger",2,470,0.47,1,1,5,3
7884,30,"Nonmatching","Stranger",2,580,0.58,1,1,5,3
7885,30,"Nonmatching","Stranger",2,777,0.777,1,1,5,3
7886,30,"Nonmatching","Stranger",2,358,0.358,0,1,5,3
7887,30,"Nonmatching","Stranger",2,470,0.47,1,1,5,3
7888,30,"Nonmatching","Stranger",3,467,0.467,0,4,3,7
7889,30,"Nonmatching","Stranger",3,651,0.651,1,4,3,7
7890,30,"Nonmatching","Stranger",3,687,0.687,1,4,3,7
7891,30,"Nonmatching","Stranger",3,527,0.527,1,4,3,7
7892,30,"Nonmatching","Stranger",3,456,0.456,1,4,3,7
7893,30,"Nonmatching","Stranger",3,588,0.588,1,4,3,7
7894,30,"Nonmatching","Stranger",3,667,0.667,1,4,3,7
7895,30,"Nonmatching","Stranger",3,569,0.569,1,4,3,7
7896,30,"Nonmatching","Stranger",3,463,0.463,1,4,3,7
7897,30,"Nonmatching","Stranger",3,582,0.582,1,4,3,7
7898,30,"Nonmatching","Stranger",3,433,0.433,1,4,3,7
7899,30,"Nonmatching","Stranger",3,387,0.387,0,4,3,7
7900,30,"Nonmatching","Stranger",3,637,0.637,1,4,3,7
7901,30,"Nonmatching","Stranger",3,803,0.803,0,4,3,7
7902,30,"Nonmatching","Stranger",3,703,0.703,1,4,3,7
7903,30,"Nonmatching","Stranger",3,530,0.53,1,4,3,7
7904,30,"Nonmatching","Stranger",3,635,0.635,0,4,3,7
7905,30,"Nonmatching","Stranger",3,598,0.598,1,4,3,7
7906,30,"Nonmatching","Stranger",3,802,0.802,1,4,3,7
7907,30,"Nonmatching","Stranger",3,596,0.596,1,4,3,7
7908,30,"Nonmatching","Stranger",3,477,0.477,1,4,3,7
7909,30,"Nonmatching","Stranger",3,681,0.681,1,4,3,7
7910,30,"Nonmatching","Stranger",3,399,0.399,1,4,3,7
7911,30,"Nonmatching","Stranger",3,341,0.341,0,4,3,7
7912,30,"Nonmatching","Stranger",4,445,0.445,1,2,5,6
7913,30,"Nonmatching","Stranger",4,581,0.581,1,2,5,6
7914,30,"Nonmatching","Stranger",4,534,0.534,1,2,5,6
7915,30,"Nonmatching","Stranger",4,479,0.479,1,2,5,6
7916,30,"Nonmatching","Stranger",4,455,0.455,1,2,5,6
7917,30,"Nonmatching","Stranger",4,681,0.681,1,2,5,6
7918,30,"Nonmatching","Stranger",4,773,0.773,1,2,5,6
7919,30,"Nonmatching","Stranger",4,406,0.406,1,2,5,6
7920,30,"Nonmatching","Stranger",4,720,0.72,1,2,5,6
7921,30,"Nonmatching","Stranger",4,762,0.762,1,2,5,6
7922,30,"Nonmatching","Stranger",4,491,0.491,1,2,5,6
7923,30,"Nonmatching","Stranger",4,581,0.581,1,2,5,6
7924,30,"Nonmatching","Stranger",4,949,0.949,1,2,5,6
7925,30,"Nonmatching","Stranger",4,747,0.747,1,2,5,6
7926,30,"Nonmatching","Stranger",4,583,0.583,1,2,5,6
7927,30,"Nonmatching","Stranger",4,572,0.572,1,2,5,6
7928,30,"Nonmatching","Stranger",4,602,0.602,1,2,5,6
7929,30,"Nonmatching","Stranger",4,732,0.732,1,2,5,6
7930,30,"Nonmatching","Stranger",4,609,0.609,1,2,5,6
7931,30,"Nonmatching","Stranger",4,726,0.726,1,2,5,6
7932,30,"Nonmatching","Stranger",4,719,0.719,0,2,5,6
7933,30,"Nonmatching","Stranger",4,566,0.566,1,2,5,6
7934,30,"Nonmatching","Stranger",4,532,0.532,1,2,5,6
7935,30,"Nonmatching","Stranger",4,542,0.542,1,2,5,6
7936,31,"Matching","Self",1,552,0.552,1,1,6,4
7937,31,"Matching","Self",1,391,0.391,1,1,6,4
7938,31,"Matching","Self",1,568,0.568,1,1,6,4
7939,31,"Matching","Self",1,444,0.444,1,1,6,4
7940,31,"Matching","Self",1,419,0.419,1,1,6,4
7941,31,"Matching","Self",1,365,0.365,1,1,6,4
7942,31,"Matching","Self",1,427,0.427,1,1,6,4
7943,31,"Matching","Self",1,460,0.46,1,1,6,4
7944,31,"Matching","Self",1,507,0.507,1,1,6,4
7945,31,"Matching","Self",1,509,0.509,1,1,6,4
7946,31,"Matching","Self",1,341,0.341,1,1,6,4
7947,31,"Matching","Self",1,340,0.34,1,1,6,4
7948,31,"Matching","Self",1,462,0.462,1,1,6,4
7949,31,"Matching","Self",1,505,0.505,1,1,6,4
7950,31,"Matching","Self",1,516,0.516,1,1,6,4
7951,31,"Matching","Self",1,482,0.482,1,1,6,4
7952,31,"Matching","Self",1,592,0.592,1,1,6,4
7953,31,"Matching","Self",1,456,0.456,1,1,6,4
7954,31,"Matching","Self",1,425,0.425,1,1,6,4
7955,31,"Matching","Self",1,679,0.679,1,1,6,4
7956,31,"Matching","Self",1,449,0.449,1,1,6,4
7957,31,"Matching","Self",1,408,0.408,1,1,6,4
7958,31,"Matching","Self",1,336,0.336,1,1,6,4
7959,31,"Matching","Self",1,428,0.428,1,1,6,4
7960,31,"Matching","Self",2,534,0.534,1,4,3,7
7961,31,"Matching","Self",2,695,0.695,1,4,3,7
7962,31,"Matching","Self",2,526,0.526,1,4,3,7
7963,31,"Matching","Self",2,709,0.709,1,4,3,7
7964,31,"Matching","Self",2,457,0.457,1,4,3,7
7965,31,"Matching","Self",2,434,0.434,1,4,3,7
7966,31,"Matching","Self",2,625,0.625,1,4,3,7
7967,31,"Matching","Self",2,831,0.831,1,4,3,7
7968,31,"Matching","Self",2,431,0.431,1,4,3,7
7969,31,"Matching","Self",2,389,0.389,1,4,3,7
7970,31,"Matching","Self",2,380,0.38,1,4,3,7
7971,31,"Matching","Self",2,394,0.394,0,4,3,7
7972,31,"Matching","Self",2,903,0.903,1,4,3,7
7973,31,"Matching","Self",2,716,0.716,1,4,3,7
7974,31,"Matching","Self",2,623,0.623,1,4,3,7
7975,31,"Matching","Self",2,425,0.425,1,4,3,7
7976,31,"Matching","Self",2,591,0.591,1,4,3,7
7977,31,"Matching","Self",2,343,0.343,1,4,3,7
7978,31,"Matching","Self",2,497,0.497,1,4,3,7
7979,31,"Matching","Self",2,510,0.51,1,4,3,7
7980,31,"Matching","Self",2,458,0.458,0,4,3,7
7981,31,"Matching","Self",2,723,0.723,1,4,3,7
7982,31,"Matching","Self",2,559,0.559,1,4,3,7
7983,31,"Matching","Self",2,370,0.37,1,4,3,7
7984,31,"Matching","Self",3,419,0.419,1,2,4,5
7985,31,"Matching","Self",3,492,0.492,1,2,4,5
7986,31,"Matching","Self",3,417,0.417,1,2,4,5
7987,31,"Matching","Self",3,414,0.414,1,2,4,5
7988,31,"Matching","Self",3,526,0.526,1,2,4,5
7989,31,"Matching","Self",3,491,0.491,1,2,4,5
7990,31,"Matching","Self",3,646,0.646,0,2,4,5
7991,31,"Matching","Self",3,335,0.335,1,2,4,5
7992,31,"Matching","Self",3,418,0.418,1,2,4,5
7993,31,"Matching","Self",3,521,0.521,1,2,4,5
7994,31,"Matching","Self",3,430,0.43,1,2,4,5
7995,31,"Matching","Self",3,492,0.492,1,2,4,5
7996,31,"Matching","Self",3,511,0.511,1,2,4,5
7997,31,"Matching","Self",3,504,0.504,1,2,4,5
7998,31,"Matching","Self",3,512,0.512,1,2,4,5
7999,31,"Matching","Self",3,504,0.504,1,2,4,5
8000,31,"Matching","Self",3,441,0.441,1,2,4,5
8001,31,"Matching","Self",3,502,0.502,1,2,4,5
8002,31,"Matching","Self",3,401,0.401,1,2,4,5
8003,31,"Matching","Self",3,423,0.423,1,2,4,5
8004,31,"Matching","Self",3,448,0.448,1,2,4,5
8005,31,"Matching","Self",3,466,0.466,1,2,4,5
8006,31,"Matching","Self",3,447,0.447,1,2,4,5
8007,31,"Matching","Self",3,443,0.443,1,2,4,5
8008,31,"Matching","Self",4,529,0.529,1,3,6,4
8009,31,"Matching","Self",4,884,0.884,1,3,6,4
8010,31,"Matching","Self",4,359,0.359,1,3,6,4
8011,31,"Matching","Self",4,389,0.389,1,3,6,4
8012,31,"Matching","Self",4,411,0.411,1,3,6,4
8013,31,"Matching","Self",4,541,0.541,1,3,6,4
8014,31,"Matching","Self",4,521,0.521,0,3,6,4
8015,31,"Matching","Self",4,497,0.497,1,3,6,4
8016,31,"Matching","Self",4,433,0.433,0,3,6,4
8017,31,"Matching","Self",4,655,0.655,1,3,6,4
8018,31,"Matching","Self",4,651,0.651,1,3,6,4
8019,31,"Matching","Self",4,537,0.537,1,3,6,4
8020,31,"Matching","Self",4,617,0.617,0,3,6,4
8021,31,"Matching","Self",4,520,0.52,1,3,6,4
8022,31,"Matching","Self",4,517,0.517,1,3,6,4
8023,31,"Matching","Self",4,491,0.491,1,3,6,4
8024,31,"Matching","Self",4,487,0.487,1,3,6,4
8025,31,"Matching","Self",4,441,0.441,1,3,6,4
8026,31,"Matching","Self",4,396,0.396,1,3,6,4
8027,31,"Matching","Self",4,485,0.485,1,3,6,4
8028,31,"Matching","Self",4,433,0.433,1,3,6,4
8029,31,"Matching","Self",4,506,0.506,1,3,6,4
8030,31,"Matching","Self",4,418,0.418,1,3,6,4
8031,31,"Matching","Self",4,368,0.368,1,3,6,4
8032,31,"Matching","Celebrity",1,501,0.501,1,1,6,4
8033,31,"Matching","Celebrity",1,736,0.736,1,1,6,4
8034,31,"Matching","Celebrity",1,564,0.564,1,1,6,4
8035,31,"Matching","Celebrity",1,448,0.448,1,1,6,4
8036,31,"Matching","Celebrity",1,543,0.543,0,1,6,4
8037,31,"Matching","Celebrity",1,896,0.896,1,1,6,4
8038,31,"Matching","Celebrity",1,598,0.598,1,1,6,4
8039,31,"Matching","Celebrity",1,565,0.565,1,1,6,4
8040,31,"Matching","Celebrity",1,529,0.529,1,1,6,4
8041,31,"Matching","Celebrity",1,462,0.462,1,1,6,4
8042,31,"Matching","Celebrity",1,453,0.453,0,1,6,4
8043,31,"Matching","Celebrity",1,476,0.476,1,1,6,4
8044,31,"Matching","Celebrity",1,507,0.507,1,1,6,4
8045,31,"Matching","Celebrity",1,613,0.613,1,1,6,4
8046,31,"Matching","Celebrity",1,587,0.587,1,1,6,4
8047,31,"Matching","Celebrity",1,852,0.852,1,1,6,4
8048,31,"Matching","Celebrity",1,660,0.66,1,1,6,4
8049,31,"Matching","Celebrity",1,812,0.812,1,1,6,4
8050,31,"Matching","Celebrity",1,592,0.592,1,1,6,4
8051,31,"Matching","Celebrity",1,461,0.461,1,1,6,4
8052,31,"Matching","Celebrity",1,666,0.666,1,1,6,4
8053,31,"Matching","Celebrity",1,562,0.562,1,1,6,4
8054,31,"Matching","Celebrity",1,676,0.676,1,1,6,4
8055,31,"Matching","Celebrity",1,427,0.427,1,1,6,4
8056,31,"Matching","Celebrity",2,528,0.528,1,4,3,7
8057,31,"Matching","Celebrity",2,418,0.418,1,4,3,7
8058,31,"Matching","Celebrity",2,605,0.605,1,4,3,7
8059,31,"Matching","Celebrity",2,534,0.534,1,4,3,7
8060,31,"Matching","Celebrity",2,499,0.499,1,4,3,7
8061,31,"Matching","Celebrity",2,707,0.707,1,4,3,7
8062,31,"Matching","Celebrity",2,785,0.785,1,4,3,7
8063,31,"Matching","Celebrity",2,358,0.358,1,4,3,7
8064,31,"Matching","Celebrity",2,650,0.65,0,4,3,7
8065,31,"Matching","Celebrity",2,561,0.561,1,4,3,7
8066,31,"Matching","Celebrity",2,498,0.498,1,4,3,7
8067,31,"Matching","Celebrity",2,555,0.555,1,4,3,7
8068,31,"Matching","Celebrity",2,478,0.478,1,4,3,7
8069,31,"Matching","Celebrity",2,546,0.546,1,4,3,7
8070,31,"Matching","Celebrity",2,542,0.542,0,4,3,7
8071,31,"Matching","Celebrity",2,445,0.445,1,4,3,7
8072,31,"Matching","Celebrity",2,644,0.644,1,4,3,7
8073,31,"Matching","Celebrity",2,562,0.562,0,4,3,7
8074,31,"Matching","Celebrity",2,580,0.58,1,4,3,7
8075,31,"Matching","Celebrity",2,414,0.414,0,4,3,7
8076,31,"Matching","Celebrity",2,461,0.461,1,4,3,7
8077,31,"Matching","Celebrity",2,646,0.646,1,4,3,7
8078,31,"Matching","Celebrity",2,560,0.56,1,4,3,7
8079,31,"Matching","Celebrity",2,499,0.499,1,4,3,7
8080,31,"Matching","Celebrity",3,623,0.623,1,2,4,5
8081,31,"Matching","Celebrity",3,669,0.669,0,2,4,5
8082,31,"Matching","Celebrity",3,503,0.503,1,2,4,5
8083,31,"Matching","Celebrity",3,669,0.669,1,2,4,5
8084,31,"Matching","Celebrity",3,595,0.595,1,2,4,5
8085,31,"Matching","Celebrity",3,522,0.522,1,2,4,5
8086,31,"Matching","Celebrity",3,616,0.616,1,2,4,5
8087,31,"Matching","Celebrity",3,621,0.621,1,2,4,5
8088,31,"Matching","Celebrity",3,400,0.4,1,2,4,5
8089,31,"Matching","Celebrity",3,381,0.381,1,2,4,5
8090,31,"Matching","Celebrity",3,492,0.492,1,2,4,5
8091,31,"Matching","Celebrity",3,496,0.496,1,2,4,5
8092,31,"Matching","Celebrity",3,508,0.508,1,2,4,5
8093,31,"Matching","Celebrity",3,511,0.511,1,2,4,5
8094,31,"Matching","Celebrity",3,680,0.68,0,2,4,5
8095,31,"Matching","Celebrity",3,573,0.573,1,2,4,5
8096,31,"Matching","Celebrity",3,513,0.513,1,2,4,5
8097,31,"Matching","Celebrity",3,573,0.573,1,2,4,5
8098,31,"Matching","Celebrity",3,515,0.515,1,2,4,5
8099,31,"Matching","Celebrity",3,554,0.554,1,2,4,5
8100,31,"Matching","Celebrity",3,971,0.971,1,2,4,5
8101,31,"Matching","Celebrity",3,610,0.61,1,2,4,5
8102,31,"Matching","Celebrity",3,500,0.5,0,2,4,5
8103,31,"Matching","Celebrity",3,458,0.458,1,2,4,5
8104,31,"Matching","Celebrity",4,483,0.483,1,3,6,4
8105,31,"Matching","Celebrity",4,756,0.756,1,3,6,4
8106,31,"Matching","Celebrity",4,543,0.543,1,3,6,4
8107,31,"Matching","Celebrity",4,526,0.526,1,3,6,4
8108,31,"Matching","Celebrity",4,509,0.509,1,3,6,4
8109,31,"Matching","Celebrity",4,553,0.553,1,3,6,4
8110,31,"Matching","Celebrity",4,400,0.4,1,3,6,4
8111,31,"Matching","Celebrity",4,564,0.564,1,3,6,4
8112,31,"Matching","Celebrity",4,558,0.558,1,3,6,4
8113,31,"Matching","Celebrity",4,470,0.47,1,3,6,4
8114,31,"Matching","Celebrity",4,698,0.698,1,3,6,4
8115,31,"Matching","Celebrity",4,517,0.517,1,3,6,4
8116,31,"Matching","Celebrity",4,511,0.511,1,3,6,4
8117,31,"Matching","Celebrity",4,473,0.473,1,3,6,4
8118,31,"Matching","Celebrity",4,470,0.47,1,3,6,4
8119,31,"Matching","Celebrity",4,460,0.46,1,3,6,4
8120,31,"Matching","Celebrity",4,578,0.578,1,3,6,4
8121,31,"Matching","Celebrity",4,554,0.554,1,3,6,4
8122,31,"Matching","Celebrity",4,648,0.648,0,3,6,4
8123,31,"Matching","Celebrity",4,418,0.418,1,3,6,4
8124,31,"Matching","Celebrity",4,557,0.557,1,3,6,4
8125,31,"Matching","Celebrity",4,771,0.771,1,3,6,4
8126,31,"Matching","Celebrity",4,531,0.531,1,3,6,4
8127,31,"Matching","Celebrity",4,491,0.491,1,3,6,4
8128,31,"Matching","Stranger",1,534,0.534,0,1,6,4
8129,31,"Matching","Stranger",1,357,0.357,1,1,6,4
8130,31,"Matching","Stranger",1,401,0.401,1,1,6,4
8131,31,"Matching","Stranger",1,489,0.489,0,1,6,4
8132,31,"Matching","Stranger",1,481,0.481,0,1,6,4
8133,31,"Matching","Stranger",1,514,0.514,1,1,6,4
8134,31,"Matching","Stranger",1,463,0.463,1,1,6,4
8135,31,"Matching","Stranger",1,686,0.686,1,1,6,4
8136,31,"Matching","Stranger",1,562,0.562,1,1,6,4
8137,31,"Matching","Stranger",1,580,0.58,1,1,6,4
8138,31,"Matching","Stranger",1,614,0.614,1,1,6,4
8139,31,"Matching","Stranger",1,734,0.734,0,1,6,4
8140,31,"Matching","Stranger",1,536,0.536,0,1,6,4
8141,31,"Matching","Stranger",1,783,0.783,1,1,6,4
8142,31,"Matching","Stranger",1,518,0.518,0,1,6,4
8143,31,"Matching","Stranger",1,583,0.583,1,1,6,4
8144,31,"Matching","Stranger",1,684,0.684,1,1,6,4
8145,31,"Matching","Stranger",1,664,0.664,0,1,6,4
8146,31,"Matching","Stranger",1,408,0.408,1,1,6,4
8147,31,"Matching","Stranger",1,649,0.649,1,1,6,4
8148,31,"Matching","Stranger",1,633,0.633,1,1,6,4
8149,31,"Matching","Stranger",1,690,0.69,1,1,6,4
8150,31,"Matching","Stranger",1,618,0.618,1,1,6,4
8151,31,"Matching","Stranger",1,566,0.566,1,1,6,4
8152,31,"Matching","Stranger",2,734,0.734,1,4,3,7
8153,31,"Matching","Stranger",2,542,0.542,0,4,3,7
8154,31,"Matching","Stranger",2,480,0.48,1,4,3,7
8155,31,"Matching","Stranger",2,490,0.49,1,4,3,7
8156,31,"Matching","Stranger",2,288,0.288,1,4,3,7
8157,31,"Matching","Stranger",2,410,0.41,0,4,3,7
8158,31,"Matching","Stranger",2,520,0.52,1,4,3,7
8159,31,"Matching","Stranger",2,459,0.459,1,4,3,7
8160,31,"Matching","Stranger",2,377,0.377,0,4,3,7
8161,31,"Matching","Stranger",2,205,0.205,1,4,3,7
8162,31,"Matching","Stranger",2,506,0.506,1,4,3,7
8163,31,"Matching","Stranger",2,640,0.64,1,4,3,7
8164,31,"Matching","Stranger",2,552,0.552,1,4,3,7
8165,31,"Matching","Stranger",2,572,0.572,1,4,3,7
8166,31,"Matching","Stranger",2,571,0.571,1,4,3,7
8167,31,"Matching","Stranger",2,638,0.638,1,4,3,7
8168,31,"Matching","Stranger",2,564,0.564,0,4,3,7
8169,31,"Matching","Stranger",2,441,0.441,1,4,3,7
8170,31,"Matching","Stranger",2,607,0.607,1,4,3,7
8171,31,"Matching","Stranger",2,620,0.62,1,4,3,7
8172,31,"Matching","Stranger",2,525,0.525,0,4,3,7
8173,31,"Matching","Stranger",2,547,0.547,1,4,3,7
8174,31,"Matching","Stranger",2,499,0.499,0,4,3,7
8175,31,"Matching","Stranger",2,422,0.422,1,4,3,7
8176,31,"Matching","Stranger",3,663,0.663,1,2,4,5
8177,31,"Matching","Stranger",3,519,0.519,1,2,4,5
8178,31,"Matching","Stranger",3,567,0.567,1,2,4,5
8179,31,"Matching","Stranger",3,461,0.461,1,2,4,5
8180,31,"Matching","Stranger",3,616,0.616,0,2,4,5
8181,31,"Matching","Stranger",3,496,0.496,1,2,4,5
8182,31,"Matching","Stranger",3,437,0.437,1,2,4,5
8183,31,"Matching","Stranger",3,566,0.566,1,2,4,5
8184,31,"Matching","Stranger",3,556,0.556,1,2,4,5
8185,31,"Matching","Stranger",3,559,0.559,1,2,4,5
8186,31,"Matching","Stranger",3,508,0.508,1,2,4,5
8187,31,"Matching","Stranger",3,632,0.632,1,2,4,5
8188,31,"Matching","Stranger",3,527,0.527,1,2,4,5
8189,31,"Matching","Stranger",3,570,0.57,1,2,4,5
8190,31,"Matching","Stranger",3,531,0.531,1,2,4,5
8191,31,"Matching","Stranger",3,637,0.637,0,2,4,5
8192,31,"Matching","Stranger",3,631,0.631,1,2,4,5
8193,31,"Matching","Stranger",3,500,0.5,0,2,4,5
8194,31,"Matching","Stranger",3,612,0.612,1,2,4,5
8195,31,"Matching","Stranger",3,589,0.589,1,2,4,5
8196,31,"Matching","Stranger",3,490,0.49,1,2,4,5
8197,31,"Matching","Stranger",3,554,0.554,0,2,4,5
8198,31,"Matching","Stranger",3,513,0.513,1,2,4,5
8199,31,"Matching","Stranger",3,512,0.512,1,2,4,5
8200,31,"Matching","Stranger",4,541,0.541,1,3,6,4
8201,31,"Matching","Stranger",4,605,0.605,0,3,6,4
8202,31,"Matching","Stranger",4,674,0.674,1,3,6,4
8203,31,"Matching","Stranger",4,537,0.537,1,3,6,4
